"";"classe 1";"classe 2";"classe 3";"classe 4"
"caos";-0,072;0,046;0,097;-0,034
"canto";0,006;0,294;0,409;-1,24
"burocrata";-1,821;-1,045;-0,934;9,721
"burguês";6,619;-0,783;-0,7;-1,24
"brincar";0,006;-0,783;4,476;-1,24
"braço";3,578;0,046;-0,934;-1,654
"bonde";-1,365;11,532;-0,7;-1,24
"bob";-1,821;-1,045;-0,934;9,721
"biológico";-0,072;0,046;-0,934;0,839
"big";0,658;-1,045;2,531;-1,654
"barro";6,619;-0,783;-0,7;-1,24
"barato";-0,072;-1,045;-0,934;4,068
"banheiro";8,831;-1,045;-0,934;-1,654
"banda";-1,365;-0,783;4,476;0,025
"balcão";6,619;-0,783;-0,7;-1,24
"bachri";0,658;2,103;-0,934;-1,654
"autorizar";0,006;-0,783;-0,7;2,04
"auge";-0,072;2,103;0,097;-1,654
"atribuição";-1,365;-0,783;-0,7;7,287
"atrativo";-1,821;0,046;2,531;-0,034
"atrasado";6,619;-0,783;-0,7;-1,24
"assinar";3,578;-1,045;-0,934;-0,034
"assassinar";8,831;-1,045;-0,934;-1,654
"artigo";0,006;-0,783;-0,7;2,04
"argumentar";0,658;-1,045;-0,934;0,839
"arena";0,006;-0,783;4,476;-1,24
"apoiar";-0,072;0,046;-0,934;0,839
"aplicar";0,658;-1,045;0,097;-0,034
"apaixonado";-0,072;0,046;2,531;-1,654
"antônio";1,758;-0,783;0,409;-1,24
"anderson";8,831;-1,045;-0,934;-1,654
"ancop";-1,821;7,216;0,097;-1,654
"ana";-1,365;3,876;0,409;-1,24
"altura";6,619;-0,783;-0,7;-1,24
"alteração";-1,821;0,046;0,097;0,839
"alterar";-1,821;-1,045;-0,934;9,721
"algemar";8,831;-1,045;-0,934;-1,654
"alertar";-0,072;0,046;-0,934;0,839
"alcance";-0,072;-1,045;-0,934;4,068
"agrupamento";-1,821;0,046;-0,934;4,068
"agricultura";-1,821;-1,045;-0,934;9,721
"agressivo";-1,821;15,385;-0,934;-1,654
"agosto";0,006;-0,783;0,409;0,025
"adolescente";3,578;0,046;-0,934;-1,654
"admitir";-0,072;-1,045;-0,934;4,068
"acusação";-1,821;-1,045;0,097;4,068
"acionar";8,831;-1,045;-0,934;-1,654
"abuso";0,658;0,046;-0,934;-0,034
"abril";1,758;-0,783;-0,7;0,025
"útil";-1,365;3,876;0,409;-1,24
"índice";-1,365;0,294;-0,7;2,04
"árvore";0,006;-0,783;0,409;0,025
"washington";1,758;-0,783;0,409;-1,24
"votar";0,006;0,294;0,409;-1,24
"virado";-1,365;11,532;-0,7;-1,24
"villa_lobos";-1,365;11,532;-0,7;-1,24
"veloz";-1,365;-0,783;-0,7;7,287
"veem";1,758;-0,783;-0,7;0,025
"vara";6,619;-0,783;-0,7;-1,24
"urgente";6,619;-0,783;-0,7;-1,24
"unificar";-1,365;-0,783;-0,7;7,287
"turma";-1,365;0,294;4,476;-1,24
"trânsito";1,758;-0,783;-0,7;0,025
"tristeza";1,758;0,294;-0,7;-1,24
"trio";0,006;0,294;0,409;-1,24
"trem";1,758;0,294;-0,7;-1,24
"transtorno";0,006;0,294;-0,7;0,025
"trajeto";6,619;-0,783;-0,7;-1,24
"trabalhista";-1,365;3,876;-0,7;0,025
"topo";0,006;0,294;-0,7;0,025
"tom";-1,365;0,294;0,409;0,025
"toa";0,006;-0,783;0,409;0,025
"teoria";-1,365;0,294;0,409;0,025
"telhado";1,758;-0,783;-0,7;0,025
"tecnológico";0,006;-0,783;-0,7;2,04
"surpreendente";-1,365;3,876;-0,7;0,025
"suposto";1,758;0,294;-0,7;-1,24
"suportar";0,006;-0,783;-0,7;2,04
"superação";6,619;-0,783;-0,7;-1,24
"super";6,619;-0,783;-0,7;-1,24
"sucessivo";-1,365;-0,783;-0,7;7,287
"stf";1,758;-0,783;-0,7;0,025
"startup";-1,365;-0,783;-0,7;7,287
"soul";-1,365;3,876;0,409;-1,24
"solicitar";0,006;-0,783;-0,7;2,04
"soja";-1,365;-0,783;-0,7;7,287
"sofisticado";-1,365;0,294;0,409;0,025
"sobrinho";1,758;0,294;-0,7;-1,24
"sinhô";6,619;-0,783;-0,7;-1,24
"single";-1,365;-0,783;12,9;-1,24
"seção";0,006;0,294;-0,7;0,025
"selecionar";-1,365;-0,783;12,9;-1,24
"segregação";-1,365;3,876;-0,7;0,025
"schotte";6,619;-0,783;-0,7;-1,24
"rowan";0,006;-0,783;-0,7;2,04
"rivasplata";6,619;-0,783;-0,7;-1,24
"rigoroso";-1,365;0,294;-0,7;2,04
"revelação";-1,365;-0,783;0,409;2,04
"reuters";6,619;-0,783;-0,7;-1,24
"retomada";-1,365;0,294;-0,7;2,04
"resistência";0,006;0,294;-0,7;0,025
"reservar";1,758;-0,783;0,409;-1,24
"requisito";-1,365;-0,783;-0,7;7,287
"remédio";-1,365;-0,783;-0,7;7,287
"relacionado";1,758;-0,783;-0,7;0,025
"reiterar";6,619;-0,783;-0,7;-1,24
"refugiado";-1,365;0,294;0,409;0,025
"recomeçar";0,006;-0,783;4,476;-1,24
"rainha";-1,365;3,876;0,409;-1,24
"queens";0,006;-0,783;4,476;-1,24
"quarta_feira";6,619;-0,783;-0,7;-1,24
"pyongyang";6,619;-0,783;-0,7;-1,24
"puro";-1,365;3,876;-0,7;0,025
"psicólogo";6,619;-0,783;-0,7;-1,24
"psicologia";0,006;0,294;-0,7;0,025
"proximidade";1,758;0,294;-0,7;-1,24
"provisório";1,758;-0,783;0,409;-1,24
"proposto";-1,365;0,294;-0,7;2,04
"propagar";-1,365;0,294;-0,7;2,04
"programar";0,006;-0,783;-0,7;2,04
"processado";-1,365;-0,783;-0,7;7,287
"primário";-1,365;11,532;-0,7;-1,24
"primeiro_ministro";1,758;-0,783;-0,7;0,025
"presídio";0,006;3,876;-0,7;-1,24
"preste";-1,365;0,294;0,409;0,025
"pressupor";-1,365;0,294;-0,7;2,04
"preservação";-1,365;3,876;-0,7;0,025
"preparado";-1,365;-0,783;12,9;-1,24
"português";-1,365;-0,783;12,9;-1,24
"ponta";1,758;-0,783;0,409;-1,24
"polônia";-1,365;0,294;-0,7;2,04
"platão";-1,365;11,532;-0,7;-1,24
"piorar";0,006;-0,783;-0,7;2,04
"pinker";-1,365;3,876;-0,7;0,025
"pib";-1,365;-0,783;-0,7;7,287
"phelipe";6,619;-0,783;-0,7;-1,24
"perseguir";1,758;-0,783;-0,7;0,025
"percepção";-1,365;0,294;-0,7;2,04
"peer_to_peer";-1,365;-0,783;-0,7;7,287
"paula";1,758;0,294;-0,7;-1,24
"parlamento";6,619;-0,783;-0,7;-1,24
"paralelo";-1,365;0,294;4,476;-1,24
"paradoxo";0,006;0,294;-0,7;0,025
"paciente";6,619;-0,783;-0,7;-1,24
"ovo";-1,365;3,876;-0,7;0,025
"oração";6,619;-0,783;-0,7;-1,24
"oposição";-1,365;0,294;-0,7;2,04
"operacional";0,006;-0,783;-0,7;2,04
"ocasião";0,006;-0,783;-0,7;2,04
"nóbrega";-1,365;-0,783;-0,7;7,287
"né";-1,365;3,876;-0,7;0,025
"nyc";-1,365;-0,783;4,476;0,025
"notar";1,758;0,294;-0,7;-1,24
"neutralizar";-1,365;0,294;0,409;0,025
"negretti";6,619;-0,783;-0,7;-1,24
"nação";-1,365;0,294;-0,7;2,04
"my";0,006;-0,783;4,476;-1,24
"multiplicar";-1,365;-0,783;4,476;0,025
"molenbeek";1,758;0,294;-0,7;-1,24
"mlb";6,619;-0,783;-0,7;-1,24
"ministro";6,619;-0,783;-0,7;-1,24
"minerador";-1,365;0,294;-0,7;2,04
"mikhail";1,758;-0,783;0,409;-1,24
"mexer";-1,365;0,294;0,409;0,025
"mentira";1,758;0,294;-0,7;-1,24
"may";6,619;-0,783;-0,7;-1,24
"matéria_prima";-1,365;-0,783;-0,7;7,287
"mato";-1,365;-0,783;-0,7;7,287
"mascarar";-1,365;-0,783;-0,7;7,287
"marmitex";-1,365;-0,783;-0,7;7,287
"manipulador";-1,365;11,532;-0,7;-1,24
"maduro";-1,365;3,876;0,409;-1,24
"macron";6,619;-0,783;-0,7;-1,24
"lua";1,758;-0,783;0,409;-1,24
"lindo";-1,365;0,294;4,476;-1,24
"limpar";-1,365;3,876;-0,7;0,025
"leve";-1,365;0,294;0,409;0,025
"levantar";1,758;-0,783;0,409;-1,24
"lesão";1,758;0,294;-0,7;-1,24
"legume";-1,365;0,294;0,409;0,025
"legitimidade";-1,365;-0,783;-0,7;7,287
"lazzarini";-1,365;-0,783;-0,7;7,287
"kar";6,619;-0,783;-0,7;-1,24
"justificar";1,758;-0,783;-0,7;0,025
"josias";6,619;-0,783;-0,7;-1,24
"izaguirre";1,758;-0,783;-0,7;0,025
"irregularidade";-1,365;-0,783;-0,7;7,287
"invenção";-1,365;0,294;0,409;0,025
"interessado";-1,365;-0,783;0,409;2,04
"inteligente";-1,365;-0,783;-0,7;7,287
"instância";-1,365;0,294;0,409;0,025
"instalação";-1,365;3,876;-0,7;0,025
"inspeção";-1,365;-0,783;-0,7;7,287
"inovar";-1,365;11,532;-0,7;-1,24
"indireto";0,006;-0,783;-0,7;2,04
"incomodar";-1,365;3,876;-0,7;0,025
"incentivar";1,758;-0,783;0,409;-1,24
"impróprio";-1,365;-0,783;-0,7;7,287
"importância";-1,365;3,876;-0,7;0,025
"imediato";-1,365;-0,783;0,409;2,04
"idioma";-1,365;0,294;4,476;-1,24
"hospedar";1,758;0,294;-0,7;-1,24
"hella";0,006;0,294;0,409;-1,24
"hearn";-1,365;-0,783;-0,7;7,287
"habitar";1,758;-0,783;-0,7;0,025
"grosso";-1,365;-0,783;-0,7;7,287
"gravação";0,006;-0,783;0,409;0,025
"giordano";6,619;-0,783;-0,7;-1,24
"genético";-1,365;3,876;0,409;-1,24
"genética";0,006;3,876;-0,7;-1,24
"gaúcho";1,758;0,294;-0,7;-1,24
"gastar";0,006;-0,783;0,409;0,025
"galien";6,619;-0,783;-0,7;-1,24
"fronteira";6,619;-0,783;-0,7;-1,24
"frigorífico";-1,365;-0,783;0,409;2,04
"frequente";-1,365;0,294;-0,7;2,04
"fornecer";-1,365;-0,783;-0,7;7,287
"ford";-1,365;3,876;-0,7;0,025
"fome";1,758;-0,783;0,409;-1,24
"folha";-1,365;0,294;0,409;0,025
"fiscalização";-1,365;-0,783;-0,7;7,287
"filosofia";-1,365;11,532;-0,7;-1,24
"ferramenta";-1,365;-0,783;4,476;0,025
"feriado";6,619;-0,783;-0,7;-1,24
"extra";1,758;-0,783;0,409;-1,24
"extensão";-1,365;-0,783;0,409;2,04
"executar";0,006;-0,783;-0,7;2,04
"ex_funcionário";6,619;-0,783;-0,7;-1,24
"evoluir";-1,365;0,294;0,409;0,025
"estônia";-1,365;-0,783;12,9;-1,24
"estável";-1,365;-0,783;4,476;0,025
"estranho";1,758;0,294;-0,7;-1,24
"estigmatização";0,006;0,294;0,409;-1,24
"estatal";-1,365;-0,783;-0,7;7,287
"essência";-1,365;0,294;-0,7;2,04
"esperado";6,619;-0,783;-0,7;-1,24
"esfera";1,758;-0,783;-0,7;0,025
"escritura";1,758;-0,783;-0,7;0,025
"erguer";6,619;-0,783;-0,7;-1,24
"equilibrar";-1,365;-0,783;-0,7;7,287
"enxergar";-1,365;-0,783;-0,7;7,287
"ensaiar";-1,365;11,532;-0,7;-1,24
"enredo";-1,365;11,532;-0,7;-1,24
"encerrar";6,619;-0,783;-0,7;-1,24
"emprestar";-1,365;-0,783;-0,7;7,287
"empregado";6,619;-0,783;-0,7;-1,24
"emocionado";0,006;-0,783;4,476;-1,24
"emmanuel";6,619;-0,783;-0,7;-1,24
"eleitoral";0,006;-0,783;-0,7;2,04
"educar";6,619;-0,783;-0,7;-1,24
"déli";6,619;-0,783;-0,7;-1,24
"duvidar";1,758;-0,783;-0,7;0,025
"dominar";-1,365;0,294;-0,7;2,04
"doação";6,619;-0,783;-0,7;-1,24
"distante";-1,365;-0,783;12,9;-1,24
"dirigir";-1,365;3,876;-0,7;0,025
"dificultar";-1,365;-0,783;-0,7;7,287
"detonar";0,006;0,294;0,409;-1,24
"determinação";6,619;-0,783;-0,7;-1,24
"desviar";0,006;-0,783;-0,7;2,04
"desvendar";0,006;3,876;-0,7;-1,24
"destruir";0,006;-0,783;4,476;-1,24
"descrever";0,006;0,294;-0,7;0,025
"descentralizado";-1,365;-0,783;-0,7;7,287
"desaparecer";0,006;0,294;-0,7;0,025
"delito";1,758;-0,783;-0,7;0,025
"delegar";1,758;0,294;-0,7;-1,24
"deflagrar";-1,365;-0,783;-0,7;7,287
"deficit";-1,365;-0,783;-0,7;7,287
"decreto";0,006;-0,783;-0,7;2,04
"cômodo";0,006;-0,783;0,409;0,025
"cão";6,619;-0,783;-0,7;-1,24
"cruz";6,619;-0,783;-0,7;-1,24
"cruel";0,006;0,294;0,409;-1,24
"criatura";-1,365;0,294;-0,7;2,04
"costela";1,758;0,294;-0,7;-1,24
"corte";6,619;-0,783;-0,7;-1,24
"corrupção";-1,365;-0,783;4,476;0,025
"corredor";1,758;-0,783;0,409;-1,24
"corporativo";-1,365;0,294;4,476;-1,24
"coordenador";6,619;-0,783;-0,7;-1,24
"cooptar";-1,365;11,532;-0,7;-1,24
"cooperativa";-1,365;0,294;-0,7;2,04
"contribuição";-1,365;-0,783;-0,7;7,287
"consulta";1,758;-0,783;-0,7;0,025
"conservador";-1,365;-0,783;0,409;2,04
"consenso";-1,365;-0,783;-0,7;7,287
"confusão";0,006;0,294;0,409;-1,24
"confundido";-1,365;3,876;-0,7;0,025
"confiável";-1,365;-0,783;-0,7;7,287
"condenação";1,758;-0,783;0,409;-1,24
"conceber";0,006;-0,783;-0,7;2,04
"computador";-1,365;-0,783;-0,7;7,287
"complexidade";-1,365;11,532;-0,7;-1,24
"competência";-1,365;11,532;-0,7;-1,24
"company";-1,365;-0,783;4,476;0,025
"coma";6,619;-0,783;-0,7;-1,24
"colaborar";1,758;-0,783;-0,7;0,025
"climático";-1,365;3,876;0,409;-1,24
"cincinnati";6,619;-0,783;-0,7;-1,24
"cidadão";-1,365;0,294;-0,7;2,04
"cidadania";-1,365;0,294;-0,7;2,04
"catástrofe";0,006;3,876;-0,7;-1,24
"castelo";0,006;0,294;-0,7;0,025
"carcassone";1,758;-0,783;0,409;-1,24
"canadense";1,758;-0,783;-0,7;0,025
"calçada";6,619;-0,783;-0,7;-1,24
"cachorro";6,619;-0,783;-0,7;-1,24
"cabelo";0,006;0,294;0,409;-1,24
"bélgica";1,758;-0,783;0,409;-1,24
"buterin";-1,365;-0,783;-0,7;7,287
"burguesia";-1,365;3,876;0,409;-1,24
"brutalidade";6,619;-0,783;-0,7;-1,24
"brilhante";-1,365;0,294;-0,7;2,04
"bombeiro";6,619;-0,783;-0,7;-1,24
"boca";1,758;0,294;-0,7;-1,24
"bk";6,619;-0,783;-0,7;-1,24
"biografia";-1,365;11,532;-0,7;-1,24
"barking";6,619;-0,783;-0,7;-1,24
"bala";6,619;-0,783;-0,7;-1,24
"bahia";0,006;-0,783;0,409;0,025
"bagunça";0,006;-0,783;-0,7;2,04
"bagagem";1,758;-0,783;0,409;-1,24
"avião";1,758;-0,783;0,409;-1,24
"avançar";1,758;-0,783;-0,7;0,025
"auxílio";-1,365;-0,783;-0,7;7,287
"autenticidade";-1,365;11,532;-0,7;-1,24
"atualizar";-1,365;0,294;-0,7;2,04
"atraente";-1,365;0,294;-0,7;2,04
"atirador";6,619;-0,783;-0,7;-1,24
"assolar";0,006;0,294;-0,7;0,025
"asfalto";0,006;0,294;-0,7;0,025
"arrecadação";-1,365;-0,783;-0,7;7,287
"armstrong";6,619;-0,783;-0,7;-1,24
"armado";0,006;-0,783;-0,7;2,04
"apresentado";1,758;-0,783;-0,7;0,025
"apreensão";-1,365;-0,783;-0,7;7,287
"apreender";1,758;-0,783;-0,7;0,025
"apreciar";-1,365;0,294;4,476;-1,24
"apostar";-1,365;-0,783;-0,7;7,287
"aposentar";-1,365;-0,783;-0,7;7,287
"apelo";-1,365;-0,783;0,409;2,04
"aparência";1,758;0,294;-0,7;-1,24
"aparente";-1,365;-0,783;4,476;0,025
"apanhar";1,758;0,294;-0,7;-1,24
"anual";-1,365;-0,783;-0,7;7,287
"anteceder";-1,365;0,294;-0,7;2,04
"ansiedade";1,758;-0,783;0,409;-1,24
"animado";-1,365;-0,783;4,476;0,025
"ambicioso";-1,365;-0,783;-0,7;7,287
"alimentação";-1,365;-0,783;-0,7;7,287
"aldeia";-1,365;-0,783;-0,7;7,287
"aicha";6,619;-0,783;-0,7;-1,24
"agrícola";-1,365;-0,783;-0,7;7,287
"afetar";-1,365;0,294;-0,7;2,04
"adoção";-1,365;-0,783;-0,7;7,287
"administrar";-1,365;0,294;-0,7;2,04
"aderir";0,006;-0,783;-0,7;2,04
"adequado";-1,365;0,294;-0,7;2,04
"acreano";6,619;-0,783;-0,7;-1,24
"acertar";-1,365;-0,783;0,409;2,04
"abrigar";0,006;-0,783;-0,7;2,04
"de";0,266;-1,86;-7,242;9,039
"a";1,692;-2,615;-2,907;2,504
"o";1,858;-0,522;-7,27;2,483
"em";3,553;-0,653;-3,001;0,084
"que";-4,5;1,224;-0,347;2,834
"ser";-48,22;11,346;0,825;10,86
"para";-1,188;-16,076;5,616;6,977
"um";-2,168;0,408;0,736;0,037
"por";8,97;-8,658;-0,458;0,023
"com";-0,004;0,498;-0,386;-0,001
"não";-4,101;2,31;-0,004;0,581
"uma";-3,367;0,059;1,43;0,389
"ir";29,328;-3,298;1,185;-23,418
"ter";-0,886;1,91;9,481;-8,54
"se";0,002;1,612;0,002;-1,466
"estar";0,107;4,409;11,385;-26,099
"como";-23,732;7,949;-0,24;8,271
"mais";-1,007;-0,063;1,494;0,038
"ele";1,852;2,816;3,117;-19,376
"_";-8,16;2,966;-0,083;2,641
"fazer";-7,741;-0,436;30,246;-1,719
"ao";5,333;0,023;-1,125;-2,484
"poder";-19,635;2,738;1,088;4,598
"sua";-0,004;2,298;1,21;-4,996
"eu";-8,223;10,71;51,561;-38,123
"outro";-2,129;1,535;-1,587;2,156
"isso";-14,873;6,537;2,442;0,095
"seu";0,128;-1,188;3,799;-1,149
"todo";-1,706;-0,263;0,88;0,961
"ela";13,009;-0,816;-0,137;-6,519
"haver";-1,287;-1,212;-0,014;5,003
"pessoa";8,839;0,006;2,366;-19,563
"muito";-12,05;4,242;14,734;-2,564
"também";0,647;-0,481;-0,167;0,022
"já";0,319;-0,033;2,457;-3,111
"esse";-33,938;39,23;-0,183;0,528
"você";-17,552;13,5;40,083;-19,832
"sobre";-0,867;4,2;0,438;-2,092
"quando";1,841;0,053;0,507;-4,845
"ver";0,368;6,299;0,772;-13,035
"até";0,459;-0,933;0,076;-0,005
"essa";-9,404;26,968;-2,768;-0,005
"ainda";11,721;-5,154;0,008;-2,389
"segundo";19,326;-11,446;-2,676;-0,003
"dois";0,022;-1,73;1,337;0,001
"primeiro";-4,013;4,185;6,26;-3,742
"estado";0,003;-0,383;-10,902;11,157
"entre";2,809;-2,208;0,025;-0,271
"porque";-5,775;0,021;15,008;-1,029
"tudo";-4,513;14,935;0,933;-4,446
"algum";-1,457;0,05;1,55;-0,002
"sem";-2,386;-1,821;-0,483;11,386
"bem";-3,695;0,31;10,415;-1,73
"me";-0,811;-0,581;49,316;-19,795
"tempo";-5,149;0,164;1,237;0,99
"minha";-0,333;2;14,629;-15,718
"hoje";-8,758;0;0,001;8,977
"meu";-0,603;0,268;21,076;-13,122
"sempre";-0,166;-0,154;5,387;-1,522
"depois";4,251;0,711;0,05;-9,265
"parte";-0,003;-0,645;-0,703;2,22
"além";0,014;-0,225;-1,6;1,931
"quem";-5,223;-0,002;4,525;0,291
"dever";-3,599;-2,734;-4,399;27,166
"qual";-10,823;2,735;0,324;1,931
"então";-0,448;0,068;-0,038;0,382
"nunca";0,279;0,845;0,25;-3,194
"assim";-2,444;-0,001;0,433;1,122
"contra";-1,39;3,597;-1,456;0,304
"muita";-1,984;1,661;4,113;-2,126
"tentar";0,77;3,191;-0,177;-4,507
"nosso";0,001;4,04;-2,488;-0,211
"após";45,932;-7,723;-3,072;-8,544
"três";10,791;-1,671;-0,406;-2,716
"apenas";0,974;-5,888;-0,023;1,657
"pouco";-2,971;-0,566;16,953;-1,25
"antes";2,427;-0,252;0,033;-1,68
"tipo";-2,136;3,904;-0,321;0,047
"desde";2,995;-3,419;0,895;-0,868
"menos";0,161;-0,566;0,118;-0,001
"qualquer";-0,432;-1,164;-0,158;3,893
"aí";-3,972;4,827;1,633;-1,052
"cada";-0,432;0,507;-0,158;0,143
"nós";-0,071;0,07;-0,158;0,143
"nossa";0,267;4,525;-1,152;-2,243
"durante";17,984;-4,141;-5,297;-0,279
"algo";-2,669;3,291;1,542;-1,04
"lá";-1,626;0,307;4,527;-1,052
"este";-1,49;-2,487;-5,915;22,493
"tanto";-0,359;0,04;3,734;-1,516
"quase";-2,366;-0,508;-3,406;14,373
"mil";-1,794;-2,124;-2,982;17,221
"hora";5,015;-2,124;0,393;-2,323
"1";-0,094;-3,181;0,119;2,569
"alguma";-2,074;6,267;-0,158;-0,176
"20";5,015;-0,008;-1,578;-1,252
"quanto";-3,213;0,592;0,214;0,553
"5";1,511;-1,345;-2,164;1,096
"sim";-2,133;3,064;-0,121;0,053
"dez";0,132;-1,577;5,29;-1,52
"vário";-0,003;-1,345;0,301;0,374
"aqui";-2,079;-0,153;9,199;-0,629
"aquele";-2,843;3,937;7,97;-6,147
"nenhum";6,653;-0,53;-4,956;-0,004
"agora";-4,248;1,074;0,016;1,142
"tão";-1,188;1,074;0,016;0,006
"dentro";0,001;0,002;0,058;-0,077
"ali";-0,927;1,394;0,691;-0,618
"3";5,969;-2,262;-0,079;-0,825
"10";0,973;0,057;-1,399;-0,04
"quatro";-0,046;-1,577;2,606;-0,003
"maioria";-1,797;3,682;0,131;-0,429
"fim";-1,188;-0,398;0,016;2,444
"30";1,481;1,778;-0,72;-2,881
"pro";-0,366;-0,006;0,492;0,006
"atrás";-3,836;0,373;4,04;-0,077
"2017";16,375;-2,292;-4,002;-1,11
"aquela";1,36;-1,347;1,206;-1,21
"15";18,365;-1,015;-4,24;-2,881
"talvez";-3,38;2,528;3,273;-1,21
"mim";-0,405;2,528;3,273;-5,405
"logo";8,854;-0,004;-1,477;-3,719
"2";-0,014;-1,407;-1,046;4,236
"2016";0,889;-3,68;-0,196;1,274
"2015";0,792;-2,292;1,24;-0,267
"sob";0,361;-0,003;0,81;-1,795
"si";-2,639;-0,658;-0,431;8,665
"perto";2,652;-2,05;0,393;-0,854
"cinco";7,186;-3,68;-0,196;-0,413
"através";0,031;-0,004;0,597;-0,62
"aquilo";-1,171;1,102;1,609;-0,854
"abaixo";0,025;-0,118;-2,816;2,529
"ninguém";-2,257;-0,004;7,619;-0,62
"entanto";0,296;0,184;0;-0,854
"diante";2,804;-0,042;-2,58;-0,02
"22";7,07;-3,151;-0,039;-0,919
"2012";0,614;-0,118;-0,88;0,1
"12";10,627;-0,351;-1,273;-3,324
"mal";-1,193;1,181;-0,039;0,1
"50";0,361;2,291;-0,52;-1,795
"inclusive";-0,591;-0,003;0,008;0,567
"11";1,984;-1,123;0,294;-0,919
"embora";-0,878;1,662;0,507;-0,651
"7";0,614;-0,118;-0,039;-0,103
"14";12,742;-3,415;-3,053;-0,238
"principalmente";-0,081;-0,042;-0,004;0,275
"4";0,736;-0,505;-0,358;0,075
"tal";-2,111;-0,699;0,008;4,616
"esta";-0,342;0,013;-0,358;1,017
"apesar";-1,193;-0,118;0,294;0,908
"8";-0,342;-0,505;3,855;-0,213
"24";7,07;-3,151;-0,039;-0,919
"23";0,147;-2,095;-0,215;1,682
"21";0,443;-1,832;-0,097;0,634
"100";-0,591;-0,003;-0,52;2,105
"sete";1,651;-2,622;-0,52;0,567
"seis";-1,313;-2,095;0,195;4,311
"realmente";-0,591;-0,699;6,352;-0,412
"oito";2,494;-0,505;-0,358;-0,213
"extremamente";5,293;-0,505;-2,108;-0,213
"alguém";-2,527;-0,042;5,097;-0,02
"80";1,651;-0,003;-0,52;-0,412
"200";-0,342;-2,359;-0,358;6,144
"19";2,494;0,884;-0,358;-3,733
"16";2,804;-2,886;-0,695;0,275
"somente";-1,313;0,092;-0,215;1,682
"quê";-0,023;-0,175;-0,097;0,634
"lhe";-1,313;-0,328;1,816;0,268
"6";1,319;1,388;-1,873;-1,085
"40";0,147;-2,095;-0,215;1,682
"trás";0,736;-0,505;-0,358;0,075
"te";-3,65;4,216;5,075;-3,316
"politicamente";-4,109;25,677;-2,108;-1,433
"corrente";-3,65;0,092;-1,873;8,156
"comigo";0,147;-2,095;9,974;-3,316
"atualmente";-2,277;-0,001;1,458;0,283
"ambos";0,012;0,588;-1,403;0,05
"acima";-0,94;0,267;-0,097;0,634
"9";0,443;2,109;-1,638;-0,757
"60";-0,94;-1,832;6,711;-0,001
"2018";-3,65;-0,328;16,512;-1,085
"2013";-3,65;1,388;-0,215;1,682
"13";1,319;-0,328;0,195;-1,085
"recentemente";-0,94;-0,175;0,429;0,634
"normalmente";-0,145;0,092;-0,215;0,268
"necessariamente";-3,192;-0,175;0,429;2,655
"cuja";-0,94;-1,832;-0,097;6,063
"bastante";-0,023;2,109;0,429;-2,9
"27";3,661;-2,095;-1,873;0,268
"25";-0,294;1,142;0,004;-0,205
"sobretudo";-0,072;-1,045;2,531;-0,034
"quinto";3,522;0,588;-1,403;-2,484
"povo";-2,734;7,767;0,819;-2,484
"m";5,555;-0,001;-1,168;-2,069
"especialmente";-1,365;3,876;0,409;-1,24
"cima";0,443;0,267;0,429;-2,9
"300";0,443;-1,832;-1,638;2,655
"2010";0,658;-1,045;0,097;-0,034
"2004";-2,277;-1,307;21,527;-2,069
"totalmente";-1,821;2,103;-0,934;0,839
"provavelmente";-0,294;-0,001;1,458;-0,205
"justamente";1,933;-0,001;0,004;-2,069
"infelizmente";-0,594;-1,57;3,802;0,05
"diretamente";-0,294;-0,001;-1,168;2,301
"cujo";-2,277;-0,001;1,458;0,283
"consigo";-0,594;-0,059;-0,02;1,26
"completamente";-0,594;-0,059;0,819;0,05
"che";-1,365;11,532;-0,7;-1,24
"bilhão";-2,734;-1,57;-1,403;14,6
"aliás";-1,365;11,532;-0,7;-1,24
"800";-2,277;-0,001;-1,168;6,26
"31";0,012;-0,059;-0,02;0,05
"29";6,619;-0,783;-0,7;-1,24
"2014";-0,072;-1,045;8,236;-1,654
"18";-0,072;2,103;-0,934;-0,034
"000";1,933;-1,307;0,004;-0,205
"praticamente";0,658;-1,045;0,097;-0,034
"nove";-1,365;0,294;0,409;0,025
"isto";-0,072;2,103;0,097;-1,654
"certamente";1,933;-1,307;-1,168;0,283
"26";1,933;-0,001;-1,168;-0,205
"1930";-0,072;-1,045;2,531;-0,034
"s";3,578;0,046;-0,934;-1,654
"pronto";0,658;-1,045;2,531;-1,654
"ontem";1,758;-0,783;-0,7;0,025
"longe";-1,365;-0,783;4,476;0,025
"jamais";-1,821;-1,045;8,236;-0,034
"h";0,006;-0,783;0,409;0,025
"exatamente";-1,365;11,532;-0,7;-1,24
"dificilmente";0,006;-0,783;0,409;0,025
"diariamente";-0,072;0,046;-0,934;0,839
"demais";3,578;-1,045;0,097;-1,654
"cá";-1,821;0,046;0,097;0,839
"cedo";0,658;0,046;0,097;-1,654
"c";0,006;-0,783;-0,7;2,04
"aparentemente";0,006;0,294;0,409;-1,24
"absurdamente";0,658;-1,045;2,531;-1,654
"70";-1,821;7,216;-0,934;-0,034
"500";0,006;-0,783;-0,7;2,04
"48";8,831;-1,045;-0,934;-1,654
"32";1,758;-0,783;0,409;-1,24
"28";3,578;-1,045;-0,934;-0,034
"2009";0,006;-0,783;0,409;0,025
"2008";-0,072;-1,045;0,097;0,839
