"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"até";0,611;-0,51;7,037;0,008;-0,025;-5,176
"milhão";-29,053;687,827;-35,497;-44,38;-32,643;-46,641
"quando";-0,201;-3,104;27,582;0,019;0,026;-7,217
"primeiro";57,366;-21,282;-3,937;0,019;-2,365;1,56
"após";15,386;-0,058;-21,988;-24,407;0,436;26,326
"porque";-10,799;-8,828;110,193;10,154;2,497;-60,799
"ela";-4,479;-3,975;34,039;27,721;-2,488;-23,254
"sem";4,304;-10,402;15,912;2,963;-5,128;-2,354
"qualquer";10,214;0,944;-7,484;-0,279;-18,47;8,873
"parte";0,72;9,187;-7,697;-0,161;-7,023;1,534
"você";-33,766;-29,597;337,294;0,684;-0,098;-34,046
"qual";-1,132;-0,043;1,112;4,854;-0,1;-2,587
"depois";0,007;-1,082;0,572;-0,598;-2,488;6,769
"durante";1,084;0,137;-8,037;-5,499;2,717;3,873
"quem";-11,989;-0,187;44,533;4,355;1,388;-30,556
"hoje";-4,872;-14,491;4,868;21,008;0,902;-1,268
"então";-10,13;8,931;5,916;-1,154;1,003;-6,105
"além";0,948;6,794;-5,614;0,056;-1,477;-0,527
"agora";-1,253;-15,554;51,886;1,991;1,147;-12,375
"2";-0,292;101,569;-5,375;-14,525;-2,154;-11,933
"desde";0,241;-0,924;-4,094;0,289;-0,067;4,67
"nós";-14,135;-21,059;29,357;41,317;-0,77;-3,45
"mil";-6,79;101,796;-2,488;-6,77;-10,103;-3,389
"nome";-5,678;8,685;0,165;-1,103;30,438;-30,57
"antes";5,505;-6,059;-3,057;-4,389;3,12;6,556
"apenas";11,843;-8,227;2,045;-0,094;-6,883;2,102
"nenhum";0,145;1,585;-0,093;0,051;1,043;-6,91
"algum";-4,816;-0,403;1,137;1,77;0,288;-0,003
"1";8,777;20,649;-0,511;-13,77;-0,958;-6,534
"tentar";-1,621;-0,978;1,042;0,047;4,077;-0,561
"tudo";-8,532;0,033;50,698;8,526;-9,351;-15,937
"três";12,106;0,647;0,121;-4,334;-3,542;-0,379
"assim";0,008;-5,652;19,537;-0,242;0,246;-2,077
"me";-9,898;-0,018;106,132;0,241;-0,988;-34,418
"fim";-0,491;-2,366;-2,559;0,124;3,87;2,636
"5";2,856;65,848;-6,237;-15,059;-4,993;-5,703
"aqui";-11,42;-7,943;106,545;0,57;0,423;-20,151
"3";1,544;15,925;-0,123;-9,14;-5,212;-0,026
"menos";-1,073;-4,812;3,022;0,418;3,414;-0,3
"cada";-0,074;-0,569;-2,402;5,827;0,908;-0,565
"sempre";-7,127;-1,193;27,924;14,045;-1,579;-13,176
"4";26,979;27,754;-12,448;-17,171;-2,344;-3,666
"trabalho";-2,388;-10,9;7,929;25,071;6,189;-21,909
"pro";-9,829;1,826;75,905;-1,404;0,129;-32,429
"nunca";-14,747;7,911;12,954;0,844;-9,28;-0,854
"nada";-2,565;-4,895;23,486;8,633;-0,124;-9,138
"alguma";-0,649;-8,018;13,066;4,852;-0,901;-0,464
"2014";-0,299;163,378;-14,146;-12,32;-1,915;-30,225
"2016";20,203;3,275;-8,571;-9,31;-1,121;0,247
"nosso";-9,119;-23,486;18,719;36,728;-4,754;0,093
"10";23,918;1,783;-2,809;-8,123;-0,087;-1,908
"vário";-0,545;-5,344;-0,019;1,108;-2,529;14,444
"abaixo";0,004;9,214;7,698;-5,539;-0,005;-12,657
"bilhão";-8,584;91,751;-4,889;-7,272;-1,906;-3,919
"aí";-7,322;-1,313;38,243;1,534;2,214;-19,794
"meu";-1,917;-1,554;93,953;-0,018;-1,008;-25,83
"2017";2,632;-1,429;-2,385;-5,884;1,43;6,209
"dentro";-1,356;0,129;5,498;1,26;0,264;-9,16
"minha";-2,977;-5,817;59,477;6,594;-0,013;-26,488
"6";30,076;5,194;-4,778;-11,04;-8,401;0,137
"aquele";-2,836;-2,496;3,312;6,685;-0,262;-0,168
"nossa";-20,019;-23,998;7,092;52,712;-2,543;2,218
"quanto";-0,131;-2,783;2,69;0,981;0,097;-0,323
"ninguém";-3,43;-2,943;18,547;2,861;-0,366;-1,968
"sob";1,91;-5,937;1,504;0,133;-2,096;1,689
"lá";-6,003;-1,236;82,516;-0,307;-0,74;-11,734
"12";51,71;-1,236;-2,295;-10,344;0,068;-1,185
"tal";1,022;9,084;-0,076;0,001;-4,558;-4,196
"tanto";-0,312;-1,835;9,6;3,41;-0,02;-6,101
"20";21,895;0,399;-0,522;-3,742;-0,828;-2,55
"esta";2,168;-5,54;0,042;0,038;-1,909;4,64
"este";-1,386;-2,664;0,006;4,238;-2,456;5,082
"8";4,539;1,484;-2,74;-4,808;-0,05;0,303
"2018";-1,86;-21,664;-0,969;0;102,832;-4,576
"quatro";0,996;0,126;-0,11;-8,525;-0,677;6,785
"sim";-4,182;-0,453;4,505;5,43;2,483;-9,251
"muita";-12,186;-10,962;68,183;0,946;-0,18;-1,411
"2015";2,242;9,209;-3,158;-8,457;1,097;-1,551
"15";5,437;1,81;-9,042;-5,129;-0,393;3,588
"quase";-5,311;-0,019;2,518;-0,117;-0,009;1,558
"verdade";1,528;0,09;6,227;2,484;-7,96;-7,004
"apesar";-0,163;-3,547;-0,83;0,013;0,005;9,586
"30";-2,185;17,992;2,2;-8,185;-0,098;-2,541
"entanto";6,394;-3,657;-2,175;-0,323;0,706;0,825
"9";73,247;-1,394;-2,74;-6,222;-0,738;-3,255
"algo";-8,483;-4,46;8,994;9,889;-1,642;0,161
"7";-0,437;8,642;-7,846;-4,628;0,112;2,844
"diante";-0,422;-3,844;0,484;1,307;-0,018;1,296
"seis";19,835;-2,764;-1,673;-3,431;1,209;-0,08
"cinco";5,803;1,416;0,125;-5,143;-1,527;-0,233
"tão";-13,693;-4,315;19,094;9,614;-2,457;0,023
"alguém";-0,043;-2,405;19,094;3,642;-1,572;-7,601
"inclusive";-0,088;0,27;-0,919;-1,263;6,236;-0,425
"embora";2,936;-1,519;0,023;0,015;-1,033;0,226
"11";0,298;0,131;0,064;-1,89;-3,064;3,363
"ontem";0,983;-4,327;0,157;-1,46;8,42;-0,232
"100";-2,309;17,376;-0,47;-3,627;-0,691;0,001
"demais";2,198;-0,127;0,646;0,305;-0,253;-3,115
"acima";-0,636;4,311;2,055;0,552;-0,781;-7,656
"aquela";-1,934;-2,553;17,643;0,346;1,114;-5,39
"2013";-0,964;26,713;-2,748;-1,157;-3,202;-0,357
"2010";-6,017;89,075;-5,763;-3,119;-0,489;-13,162
"somente";15,223;-0,963;-0,048;0,007;-0,131;-4,131
"maioria";-1,19;-9,639;0,859;-0,166;28,489;-0,926
"através";-4,035;30,033;-0,808;-5,841;-7,654;2,323
"19";0,131;0,698;-1,45;-0,763;12,134;-6,449
"18";0,674;4,588;-0,004;-1,928;-0,037;-2,331
"13";1,411;1,056;-1,84;-1,793;2,319;-1,206
"j";-6,812;172,57;-8,489;-13,203;-7,156;-11,908
"25";-2,221;-0,263;-0,928;-0,782;-0,016;14,311
"16";2,064;0,114;-0,238;-2,986;0,885;-0,187
"50";-2,374;10,143;1,1;-5,187;-0,131;-0,249
"mim";-5,701;-0,243;23,427;12,86;-2,928;-12,728
"24";56,813;-5,061;-6,086;-1,703;-0,337;-0,138
"realmente";-2,309;-6,32;4,112;2,883;-0,205;1,193
"jamais";1,549;8,778;-0,555;-1,448;-1,649;-1,883
"17";7,129;9,344;-4,661;-6,148;-0,251;-0,961
"ambos";-9,161;0,011;-2,016;0,102;-0,613;18,967
"500";-5,004;53,182;-6,955;-8,583;-3,443;0,929
"talvez";-1,823;-5,309;3,705;0,789;-1,052;4,494
"26";7,982;-0,705;-3,362;-6,738;3,485;0,646
"14";16,881;-1,426;0,107;-0,978;0,031;-3,758
"dez";-2,506;-0,458;20,92;-3,533;2,503;-2,502
"21";-0,585;3,242;-0,063;-0,073;1,991;-4,427
"ali";-2,242;-2,602;10,607;11,063;-0,523;-5,632
"40";-5,167;3,046;2,899;-0,87;-0,378;0,008
"23";37,939;-1,705;-3,722;-4,977;-0,016;-0,025
"diretamente";-0,503;7,145;0,075;-1,133;-1,509;-0,14
"lhe";-0,157;0,339;1,76;3,522;-1,649;-4,508
"atualmente";0,122;-0,974;-0,004;-0,004;0,547;0,04
"principalmente";-1,942;-1,335;0,02;2,411;0,969;0
"logo";0,006;-1,639;0,02;1,814;1,766;-1,769
"sexto";0;-0,688;-1,956;-4,783;-0,288;23,067
"2009";-1,536;25,663;-2,95;-0,304;-0,611;-2,687
"28";0,024;-2,224;-0,634;-2,65;4,236;3,637
"xi";-7,99;-14,433;-7,767;-1,325;-6,078;161,706
"perto";-5,004;-6,281;-0,755;-0,766;-3,443;66,851
"si";0,356;-3,849;-0,504;12,7;-0,146;-0,736
"absolutamente";-0,237;-2,009;-0,755;16,442;-0,016;-1,081
"sete";0,542;0,07;-0,543;-2,477;0,025;1,188
"___________________";-5,318;-7,177;41,39;1,644;0,436;-6,886
"recentemente";-1,135;-4,667;1,866;0,146;-0,037;3,717
"provavelmente";-3,387;-0,587;-0,233;-0,277;-0,035;13,364
"300";-5,485;30,778;-1,691;-2,65;-5,673;0,985
"27";-2,608;-0,041;1,341;-0,699;0,234;1,039
"22";1,679;0,879;-4,198;-0,479;5,435;-3,421
"2012";-2,363;46,724;-3,877;-7,381;-0,434;-1,199
"novamente";0,356;-1,463;-0,063;-0,484;0,004;2,671
"especialmente";-0,003;-2,897;-0,231;7,327;-1,147;0,516
"atrás";-1,536;-4,823;16,052;14,447;-5,329;-2,687
"2011";-2,452;16,146;-4,36;-0,586;0,001;-0,151
"s";-4,652;14,765;0,373;-1,809;-0,003;-2,137
"aquilo";-0,713;-1,161;22,585;1,404;-0,813;-7,102
"80";-3,819;0,121;-0,013;-4,582;-3,95;29,587
"imediatamente";-1,024;-8,362;-0,231;-1,777;0,12;30,626
"2006";-3,714;23,041;-5,656;-6,981;0,177;0,651
"sequer";10,699;-0,333;0,082;0,109;-0,71;-4,665
"oito";-0,357;1,049;-0,303;-0,818;6,265;-2,318
"31";-0,006;3,972;-0,422;-4,383;5,214;-2,608
"totalmente";-2,363;-4,667;-2,228;0,146;-6,364;50,555
"bastante";-1,536;-1,801;-0,024;27,58;-0,611;-2,687
"60";-1,991;0,052;2,493;0;0,08;-0,441
"2008";8,302;2,717;-2,95;-0,005;-3,238;-1,363
"200";-0,969;21,717;-2,743;-0,286;-1,043;-1,625
"longe";-3,079;-9,306;12,153;11,004;-0,611;-0,484
"b";-0,475;-0,293;-0,001;-0,138;5,214;-0,246
"extremamente";-2,144;-5,122;2,151;22,724;-0,882;-1,609
"70";-0,834;-0,166;-0,779;5,068;-0,901;0,593
"35";0,039;3,904;0,059;-3,784;0,02;-0,667
"exatamente";-2,608;-0,425;0,373;1,438;1,039;-0,22
"cuja";-0,682;1,439;-0,038;0,314;-0,087;-0,441
"150";-2,821;33,792;-2,743;-1,409;-1,043;-1,625
"000";-3,819;1,794;-0,013;-4,582;-1,951;14,42
"0";3,602;-0,275;0,078;-0,591;1,034;-2,577
"trás";-2,144;-5,122;6,892;4,306;-2,267;0,692
"te";-1,028;0,128;16,355;0,073;-1,131;-5,807
"quê";-0,909;-0,861;3,715;2,015;0,442;-3,421
"perante";9,754;-3,196;0,095;4,306;-4,295;-1,609
"isto";-0,101;-1,721;-0,723;9,934;-0,882;0,094
"supostamente";-1,395;8,217;-1,32;-0,036;-3,434;0,742
"oficialmente";-1,109;1,078;-1,044;-1,585;-0,179;5,586
"nove";11,464;-1,003;-0,025;-3,186;-0,901;0,593
"pessoalmente";-1,151;11,513;-0,234;-5,581;-0,345;0,274
"amanhã";1,31;-4,251;13,487;-0,138;-1,795;-0,246
"praticamente";-0,38;-3,963;0,003;4,268;1,419;-0,165
"politicamente";-0,475;-0,293;3,313;3,699;-0,542;-2,608
"enfim";-3,819;-1,298;16,909;5,519;-0,65;-4,945
"cedo";-2,988;-3,108;1,052;-1,585;2,495;5,586
"aliás";1,07;-0,414;-0,013;3,197;0,141;-4,945
"29";-0,039;-2,547;-2,581;-0,193;1,379;7,498
"2005";3,225;0,39;-0,91;-1,409;1,079;-1,625
"sobretudo";0,403;-6,298;6,669;4,268;-1,641;-0,959
"infelizmente";-0,039;-2,547;1,661;2,492;-0,058;-0,294
"cujo";-0,702;-0,078;-0,653;0,127;0,347;0,837
"completamente";-3,653;-6,599;-1,605;17,797;-0,542;5,301
"comigo";-1,542;-2,167;26,115;0,794;-0,439;-4,514
"simplesmente";-0,101;-1,721;0,095;0,997;0,578;-0,048
"2007";-0,292;3,252;-0,252;2,608;-3,434;-0,809
"zero";-0,039;0,61;-0,025;2,492;-0,901;-1,435
"2002";-2,821;8,589;-0,91;-0,286;1,079;-1,625
"posteriormente";-0,084;5,542;-2,743;-1,409;-1,043;1,616
"cima";-0,292;-3,677;4,362;2,608;0,462;-2,209
"90";-0,237;-3,296;1,655;0,91;-0,271;0,699
"00";0,275;4,105;0,315;-0,314;-1,715;-2,147
"exclusivamente";1,589;17,93;-3,389;-2,126;-0,439;-4,514
"justamente";0,27;-4,796;4,05;2,492;-0,901;-0,294
"afinal";-0,039;0,035;1,661;-0,193;1,379;-3,438
"38";-0,454;0,439;0,025;-0,014;-0,502;0,262
"inicialmente";3,602;4,927;-1,935;-2,388;-0,381;-0,719
"claramente";-2,821;-5,096;-0,063;2,026;1,079;3,639
"certamente";1,212;-5,096;-0,91;7,445;0,124;-0,407
"45";0,27;1,891;-0,779;-1,237;-0,901;0,593
"32";0,142;1,103;0,171;0,02;-1,887;-0,556
"2000";-2,323;-0,02;-0,531;1,457;-0,001;1,147
"publicamente";0,27;-4,796;-0,025;0,054;6,71;-0,294
"necessariamente";1,212;-0,279;0,203;0,014;-0,112;-0,407
"in";-0,237;-3,296;-0,211;0,02;-1,887;16,003
"efetivamente";0,948;0,229;-0,115;0,415;-1,189;-0,532
"obviamente";-0,834;0,035;-2,581;0,821;1,379;0,013
"aproximadamente";-0,575;9,198;-0,531;-2,787;-0,629;0,137
"1990";1,54;0,111;-1,774;0,91;-1,887;0,002
"rapidamente";-2,323;-0,605;0,002;-0,903;0,519;6,118
"h";-2,323;0,242;-0,531;-0,903;-2,403;15,024
"33";-0,071;5,373;-1,451;-1,791;-1,544;1,521
"igualmente";3,814;-4,796;-0,779;12,936;-2,746;-0,294
"cá";-2,323;-4,196;15,313;6,996;-2,403;-1,067
"anteriormente";8,191;-0,078;-0,004;-2,986;-2,574;0,837
"83";-0,995;0,359;-0,967;1,218;-1,029;1,014
"41";0;-0,303;-1,128;-1,392;18,092;-1,503
"400";-1,161;4,596;-1,128;-1,392;1,09;-0,055
"2001";8,191;-2,27;-0,653;-2,986;-0,763;5,153
"finalmente";-0,341;-3,596;-0,309;2,437;3,364;-0,008
"eventualmente";1,146;-1,465;1,245;0;-0,381;-0,008
"especificamente";3,602;0,026;-1,935;0;-2,059;0,445
"600";-2,323;3,106;2,535;-0,903;-0,629;-0,11
"51";-0,341;24,636;-1,935;-2,388;-0,381;-2,577
"ei";-2,157;-3,896;-0,416;0,397;-2,231;23,799
"d";42,275;-2,097;-1,128;-1,392;-1,2;-1,503
"87";8,408;0,945;-1,29;-0,096;-1,372;-1,717
"59";-2,157;-3,896;-2,097;-0,744;-0,502;40,118
"1970";-1,658;-0,959;-0,126;0,084;-0,172;7,197
"09";22,058;0,111;-1,774;-2,189;-1,887;-0,556
"04";10,89;-1,728;-0,416;-2,588;-0,502;1,537
"temporariamente";-0,497;10,026;-0,483;-0,597;-0,514;-0,644
"profundamente";-0,019;-2,396;-0,013;12,203;-1,372;-0,147
"independentemente";0,764;-0,501;0,83;-0,096;-0,029;-0,147
"evidentemente";-0,341;-0,275;3,808;0;1,034;-2,577
"diariamente";-1,825;0,111;0,171;0,91;1,409;-2,362
"800";-1,161;4,596;0,001;-1,392;-1,2;0,573
"2003";0,275;0,274;-1,612;0,084;-0,172;0,038
"w";-2,157;-3,896;-2,097;0,397;-2,231;31,429
"v";-0,071;0,539;0,526;-1,791;2,523;-1,932
"p";-1,161;-2,097;1,267;3,496;1,09;-1,503
"i";8,408;0,017;-1,29;-1,592;-1,372;0,296
"devidamente";2,046;12,452;-1,612;-1,99;-1,715;-2,147
"cem";-1,492;-2,696;0,526;5,055;0,416;-0,266
"adiante";-0,237;-1,208;-0,211;0,91;4,164;-0,556
"acercar";-0,019;0,945;-1,29;0,41;0,689;-1,717
"73";0;-0,303;0,001;0,728;1,09;-1,503
"700";-1,492;2,329;-1,451;-1,791;-1,544;8,893
"52";-0,995;0,359;0,039;-1,193;6,013;-1,288
"normalmente";-0,237;0,111;1,655;0,02;-0,271;-0,556
"mediante";0,474;15,225;-1,451;-1,791;-1,544;-1,932
"excelência";1,54;-1,208;15,246;-2,189;-0,271;-2,362
"definitivamente";0,142;-3,296;-0,211;-0,447;-0,271;10,3
"64";14,689;-0,146;0,171;-0,447;-1,887;-2,362
"55";-1,161;-2,097;1,267;-1,392;1,09;3,057
"48";0,764;3,283;-0,013;-1,592;-1,372;-0,147
"2004";8,408;-0,501;-1,29;0,41;-0,029;-1,717
"possivelmente";-0,995;-0,137;1,903;0;0,02;-0,004
"literalmente";-0,019;0,017;-0,013;-0,096;-1,372;2,166
"facilmente";-1,658;-0,959;-0,126;1,303;-0,172;3,434
"basicamente";0,275;0,274;-0,126;-0,314;-0,172;0,038
"aparentemente";-1,825;-1,208;0,171;3,115;-1,887;2,648
"76";0,382;1,641;-0,645;-0,795;-0,686;0,148
"75";0,137;-0,026;-0,806;0,042;0,115;0,019
"66";-1,161;0,121;4,925;-1,392;-0,001;-0,055
"57";0,03;0,359;1,903;-1,193;0,02;-1,288
"47";4,203;0,009;-0,645;0,205;-0,686;-0,858
"37";0,474;-0,003;0,526;-0,195;-0,089;-0,266
"1980";-0,663;0,009;-0,645;3,23;0,344;-0,858
"170";-0,663;6,094;-0,645;-0,795;0,344;-0,858
"05";-1,161;9,252;0,001;-1,392;-0,001;-1,503
"tampouco";8,408;-0,501;-1,29;2,532;-1,372;-1,717
"respectivamente";-0,497;3,222;-0,483;-0,597;-0,514;0,507
"r";-1,492;-2,696;-0,057;-0,195;-0,089;14,873
"quão";-1,327;-2,396;-0,013;6,463;-1,372;2,166
"indevidamente";0,764;7,033;-1,29;-0,096;-1,372;-1,717
"formalmente";0,03;0,359;-0,967;0;0,02;-0,004
"expressamente";8,408;0,017;-1,29;0,41;-1,372;-1,717
"espontaneamente";-0,995;0,359;1,903;-1,193;1,681;-1,288
"consigo";-1,492;-2,696;21,012;0,207;-1,544;-0,266
"ah";0;-0,303;4,925;-1,392;1,09;-1,503
"77";-1,161;15,521;-1,128;-1,392;-0,001;-1,503
"56";-0,829;0,812;-0,806;-0,994;0,115;1,716
"36";0,764;0,017;3,741;-1,592;-0,029;-1,717
"34";0,137;-1,497;2,858;1,983;-0,857;-1,073
"120";6,771;-0,898;-0,483;0,609;-0,514;-0,644
"01";-0,995;0,359;0,039;-1,193;0,02;1,014
"sinceramente";-1,492;-2,696;0,526;0,207;6,41;-0,266
"previamente";-0,995;-0,137;-0,967;0;1,681;1,014
"m";-0,497;0,179;0,951;0,609;-0,514;-0,644
"juntamente";-0,663;0,009;-0,645;-0,795;0,344;2,877
"abertamente";-1,327;-0,501;-1,29;-0,096;0,689;5,756
"65";-0,829;0,812;-0,806;0,042;2,578;-1,073
"46";-0,829;0,812;2,858;-0,994;-0,857;0,019
"308";-1,492;-2,696;-1,451;-1,791;52,558;-1,932
"250";-0,995;-0,137;-0,967;0;0,02;4,316
"2020";0;-0,303;-1,128;-0,027;1,09;0,573
"03";12,126;0,009;-0,645;-0,795;-0,686;-0,858
"sic";-0,995;0,359;1,903;0;0,02;-1,288
"senão";-0,995;-0,137;1,903;-1,193;6,013;-1,288
"relativamente";0,03;-0,137;-0,967;10,886;-1,029;-1,288
"propriamente";2,728;-1,497;-0,806;0,042;0,115;0,019
"plenamente";2,728;-1,497;0,157;-0,994;0,115;0,019
"naturalmente";0,137;-0,026;0,157;1,983;-0,857;-1,073
"lhes";0,137;-0,026;0,157;0,042;-0,857;0,019
"internamente";-0,663;0,009;-0,645;0,205;0,344;0,148
"individualmente";4,203;-1,198;-0,645;0,205;0,344;-0,858
"debaixo";-1,161;-0,303;1,267;3,496;-1,2;-0,055
"__";-0,995;-1,797;1,903;-1,193;1,681;1,014
"61";-0,829;9,155;-0,806;-0,994;-0,857;0,019
"54";-1,161;-0,303;-1,128;0,728;10,135;-1,503
"42";0,137;3,855;0,157;-0,994;-0,857;-1,073
"39";-0,663;-1,198;0,415;-0,795;0,344;2,877
"280";1,8;-0,137;-0,967;0;1,681;-1,288
"1964";-0,995;-1,797;0,039;4,846;1,681;-1,288
"1960";-1,161;-2,097;0,001;8,33;-0,001;-0,055
"07";0,382;-1,198;-0,645;0,205;-0,686;2,877
"02";4,203;-1,198;-0,645;-0,795;0,344;0,148
"vossa";1,184;-2,097;10,976;-1,392;-0,001;-1,503
"veementemente";0,137;-0,026;0,157;0,042;-0,857;0,019
"salvo";1,184;-2,097;-1,128;0,728;-0,001;0,573
"reiteradamente";8,6;-1,497;-0,806;-0,994;0,115;0,019
"preventivamente";0,382;1,641;-0,645;-0,795;-0,686;0,148
"geralmente";-0,829;-1,497;2,858;1,983;-0,857;0,019
"exceto";-0,663;0,009;-0,645;0,205;4,008;-0,858
"dificilmente";1,8;-1,797;0,039;0;-1,029;1,014
"criminalmente";17,755;-1,497;0,157;-0,994;-0,857;-1,073
"amplamente";-0,995;6,446;-0,967;0;-1,029;-0,004
"altamente";-0,995;-1,797;1,903;0;0,02;1,014
"850";17,755;-0,026;-0,806;-0,994;-0,857;-1,073
"85";-0,663;-1,198;-0,645;-0,795;0,344;9,045
"81";-0,829;-1,497;-0,806;-0,994;29,188;-1,073
"78";-0,663;13,369;-0,645;-0,795;-0,686;-0,858
"74";-0,497;0,179;0,951;-0,597;-0,514;0,507
"62";-0,995;-1,797;6,558;-1,193;1,681;-0,004
"43";-0,829;3,855;-0,806;-0,994;0,115;0,019
"1996";0,382;-1,198;0,415;-0,795;-0,686;2,877
"1995";-0,995;-1,797;-0,967;1,218;6,013;-0,004
"1994";-0,995;-1,797;-0,967;0;1,681;4,316
"1988";-0,995;-1,797;-0,967;19,337;0,02;-1,288
"x";-0,497;-0,898;-0,483;5,442;0,84;-0,644
"trinta";0,382;0,009;0,415;-0,795;0,344;-0,858
"teoricamente";-0,995;-1,797;0,039;4,846;1,681;-1,288
"raramente";-0,829;-1,497;0,157;0,042;-0,857;6,165
"radicalmente";-0,995;-1,797;-0,967;4,846;0,02;1,014
"primeiramente";0,03;2,462;-0,967;0;-1,029;-0,004
"legalmente";0,03;6,446;0,039;-1,193;-1,029;-1,288
"fortemente";-0,995;0,359;0,039;-1,193;0,02;1,014
"diferentemente";-0,663;0,009;-0,645;3,23;-0,686;0,148
"constantemente";-0,497;0,179;-0,483;0,609;0,84;-0,644
"ante";6,771;-0,898;-0,483;-0,597;-0,514;0,507
"ai";-0,829;-0,026;2,858;1,983;-0,857;-1,073
"ademais";-0,497;3,222;-0,483;0,609;-0,514;-0,644
"84";-0,497;-0,898;-0,483;0,609;-0,514;4,955
"79";-0,663;1,641;0,415;-0,795;-0,686;0,148
"7000";17,755;-0,026;-0,806;-0,994;-0,857;-1,073
"58";-0,829;-0,026;0,157;0,042;0,115;0,019
"53";-0,497;0,179;-0,483;-0,597;-0,514;4,955
"49";-0,663;-1,198;-0,645;0,205;11,676;-0,858
"470";0,382;6,094;-0,645;-0,795;-0,686;-0,858
"44";6,771;-0,898;-0,483;-0,597;0,84;-0,644
"1997";0,382;1,641;-0,645;-0,795;-0,686;0,148
"1984";0,137;3,855;-0,806;-0,994;-0,857;0,019
"1945";-0,995;-1,797;1,903;1,218;-1,029;1,014
"160";0,137;-0,026;-0,806;0,042;0,115;0,019
"08";0,382;0,009;-0,645;-0,795;-0,686;2,877
"teu";-0,663;-1,198;12,514;-0,795;0,344;-0,858
"regularmente";-0,497;3,222;-0,483;-0,597;-0,514;0,507
"quarenta";-0,829;-0,026;2,858;1,983;-0,857;-1,073
"perfeitamente";-0,663;-1,198;-0,645;9,872;-0,686;0,148
"particularmente";-0,663;-1,198;-0,645;3,23;-0,686;2,877
"originalmente";0,137;-0,026;-0,806;1,983;0,115;-1,073
"n";-0,497;-0,898;0,951;-0,597;6,505;-0,644
"minimamente";2,728;-1,497;2,858;0,042;-0,857;-1,073
"l";-0,497;-0,898;0,951;-0,597;0,84;0,507
"inteiramente";-0,663;1,641;0,415;-0,795;0,344;-0,858
"indiretamente";0,382;6,094;-0,645;-0,795;-0,686;-0,858
"historicamente";-0,663;-1,198;0,415;3,23;0,344;-0,858
"duramente";0,137;-0,026;-0,806;-0,994;-0,857;6,165
"corretamente";0,137;-0,026;0,157;-0,994;2,578;-1,073
"consequentemente";0,382;0,009;-0,645;0,205;0,344;-0,858
"anualmente";-0,497;-0,898;-0,483;-0,597;0,84;4,955
"acaso";0,9;-0,898;0,951;-0,597;-0,514;0,507
"900";-0,663;1,641;0,415;0,205;-0,686;-0,858
"89";4,203;-1,198;-0,645;-0,795;0,344;0,148
"63";-0,497;10,026;-0,483;-0,597;-0,514;-0,644
"550";-0,663;0,009;-0,645;0,205;-0,686;2,877
"513";-0,829;-1,497;-0,806;-0,994;29,188;-1,073
"450";-0,497;3,222;-0,483;-0,597;-0,514;0,507
"2019";-0,663;-1,198;0,415;-0,795;11,676;-0,858
"1998";-0,829;-0,026;-0,806;-0,994;2,578;1,716
"128";-0,497;3,222;-0,483;-0,597;-0,514;0,507
"ó";-0,663;0,009;12,514;-0,795;-0,686;-0,858
"sétimo";0,9;-0,898;-0,483;-0,597;6,505;-0,644
"suficientemente";4,203;-1,198;-0,645;0,205;-0,686;0,148
"semanalmente";-0,497;0,179;-0,483;-0,597;-0,514;4,955
"repetidamente";-0,663;-1,198;-0,645;0,205;-0,686;9,045
"penalmente";6,771;-0,898;-0,483;-0,597;0,84;-0,644
"onze";-0,497;3,222;0,951;-0,597;-0,514;-0,644
"moralmente";-0,663;0,009;-0,645;3,23;-0,686;0,148
"liminarmente";12,126;-1,198;0,415;-0,795;-0,686;-0,858
"injustamente";0,382;0,009;-0,645;3,23;-0,686;-0,858
"hein";0,382;-1,198;4,371;-0,795;0,344;-0,858
"fisicamente";0,382;0,009;4,371;-0,795;-0,686;-0,858
"excessivamente";-0,497;0,179;-0,483;5,442;-0,514;-0,644
"eis";0,9;-0,898;-0,483;5,442;-0,514;-0,644
"disparado";-0,663;-1,198;-0,645;0,205;-0,686;9,045
"deliberadamente";-0,663;-1,198;-0,645;3,23;-0,686;2,877
"continuamente";-0,497;-0,898;-0,483;0,609;-0,514;4,955
"contigo";-0,497;-0,898;18,63;-0,597;-0,514;-0,644
"ativamente";-0,497;3,222;-0,483;-0,597;0,84;-0,644
"adequadamente";0,382;-1,198;-0,645;3,23;0,344;-0,858
"86";-0,663;0,009;-0,645;0,205;0,344;0,148
"72";6,771;-0,898;-0,483;-0,597;-0,514;0,507
"480";0,382;6,094;-0,645;-0,795;-0,686;-0,858
"380";-0,663;6,094;-0,645;-0,795;0,344;-0,858
"350";6,771;-0,898;-0,483;-0,597;-0,514;0,507
"1989";-0,497;-0,898;0,951;-0,597;6,505;-0,644
"1953";-0,497;0,179;-0,483;-0,597;-0,514;4,955
"1950";0,9;-0,898;0,951;-0,597;-0,514;0,507
"1848";-0,497;-0,898;-0,483;15,095;-0,514;-0,644
"130";-0,497;3,222;-0,483;-0,597;-0,514;0,507
"tua";-0,497;0,179;0,951;-0,597;0,84;-0,644
"textualmente";-0,497;10,026;-0,483;-0,597;-0,514;-0,644
"substancialmente";-0,497;0,179;-0,483;-0,597;0,84;0,507
"sistematicamente";-0,497;0,179;-0,483;0,609;-0,514;0,507
