"";"classe 1";"classe 2";"classe 3";"classe 4"
"confrontar";0,261;0,38;0,41;0,758
"conferência";0,197;0,577;0,41;0,103
"concordar";0,934;0,38;0,41;0,103
"comunicado";0,197;0,38;0,41;0,003
"compromisso";0,934;0,38;0,505;0,758
"comemoração";0,261;0,38;0,41;0,758
"comemorar";0,197;0,38;0,41;0,003
"coluna";0,197;0,38;0;0,309
"cobrança";0,197;0,046;0,505;0,309
"cobra";0,934;0,577;0,505;0,309
"cobarde";0,197;0,577;0,505;0,758
"clique";0,934;0,38;0,031;0,309
"clima";0,02;0,38;0,41;0,309
"cliente";0,197;0,38;0;0,309
"clamar";0,934;0,38;0,505;0,758
"ciência";0,261;0,38;0,505;0,309
"cirino";0,934;0,38;0,031;0,309
"circo";0,02;0,38;0,41;0,309
"cientista";0,197;0,38;0,41;0,003
"chiclete";0,934;0,577;0,505;0,309
"cheiro";0,934;0,046;0,41;0,309
"cheio";0,934;0,577;0,41;0,758
"chanceler";0,934;0,38;0,41;0,103
"cerveja";0,261;0,38;0,505;0,309
"centro";0,934;0,38;0,41;0,103
"censura";0,261;0,38;0,505;0,309
"cautelar";0,197;0,38;0;0,309
"catástrofe";0,197;0,38;0,41;0,003
"capturar";0,197;0,38;0,031;0,758
"caos";0,261;0,38;0,41;0,758
"cantor";0,02;0,38;0,41;0,309
"campo";0,197;0,38;0,505;0,103
"califórnia";0,934;0,38;0,41;0,103
"bunkers";0,934;0,38;0,41;0,103
"bruto";0,934;0,577;0,41;0,758
"brutal";0,934;0,577;0,41;0,758
"bruno";0,197;0,577;0,031;0,309
"brincar";0,261;0,38;0,41;0,758
"brincadeira";0,261;0,38;0,505;0,309
"brigar";0,261;0,577;0,41;0,309
"briga";0,02;0,38;0,41;0,309
"bombardeio";0,197;0,577;0,41;0,103
"bolsa";0,197;0,046;0,505;0,309
"bola";0,197;0,38;0,031;0,758
"blog";0,261;0,38;0,505;0,309
"blefar";0,197;0,38;0,41;0,003
"benedita";0,02;0,38;0,41;0,309
"bastos";0,197;0,046;0,505;0,309
"baseado";0,197;0,046;0,505;0,309
"bangu";0,934;0,577;0,505;0,309
"baer";0,197;0,046;0,505;0,309
"açúcar";0,934;0,046;0,41;0,309
"avanço";0,197;0,577;0,41;0,103
"atravessar";0,197;0,38;0,031;0,758
"atrapalhar";0,261;0,38;0,505;0,309
"assessor";0,261;0,38;0,41;0,758
"asilo";0,934;0,38;0,031;0,309
"asean";0,197;0,38;0,41;0,003
"artilharia";0,197;0,577;0,41;0,103
"articular";0,934;0,046;0,41;0,309
"arrumar";0,934;0,38;0,031;0,309
"apuração";0,197;0,38;0;0,309
"aproximar";0,934;0,38;0,41;0,103
"aperto";0,02;0,38;0,41;0,309
"apagar";0,261;0,577;0,41;0,309
"antimíssil";0,197;0,38;0,41;0,003
"anti_aérea";0,197;0,38;0,41;0,003
"antecedência";0,197;0,38;0,41;0,003
"andré";0,197;0,046;0,505;0,309
"andamento";0,197;0,577;0,031;0,309
"alimentação";0,197;0,001;0,41;0,309
"albert";0,261;0,577;0,41;0,309
"alasca";0,197;0,38;0,41;0,003
"afundar";0,934;0,577;0,41;0,758
"afonso";0,934;0,38;0,031;0,309
"afastar";0,197;0,046;0,505;0,309
"acredita_se";0,934;0,38;0,41;0,103
"aceito";0,197;0,046;0,505;0,309
"absurdo";0,02;0,38;0,41;0,309
"*txt_1110";0,466;0,983;0,016;0,189
"*txt_1218";0,907;0,071;0,911;0,15
"*txt_1219";0,099;0,818;0,341;0,24
"*txt_1212";0,671;0,474;0,249;0,407
"*txt_1213";0,007;0,311;0,341;0,24
"*txt_1210";0,171;0;0,178;0,395
"*txt_1211";0,254;0,275;0,287;0,189
"*txt_1216";0,137;0,311;0;0,24
"*txt_1214";0,934;0,38;0,031;0,309
"*txt_1215";0,197;0,577;0,031;0,309
"*txt_1398";0,261;0,38;0,505;0,309
"*txt_1137";1;1;1;1
"*txt_1136";0,001;0,214;0,243;0,15
"*txt_1135";1;1;1;1
"*txt_1134";0,671;0,474;0,249;0,407
"*txt_1133";0,057;0,474;0,501;0,407
"*txt_1132";0,179;0,613;0,634;0,558
"*txt_1131";0,096;0,028;0,213;0,189
"*txt_1130";0,137;0,007;0,734;0,24
"*txt_1139";1;1;1;1
"*txt_1138";1;1;1;1
"*txt_1091";0,096;0,257;0;0,189
"*txt_1410";0,007;0,311;0,341;0,24
"*txt_1411";0,466;0,001;0,287;0,189
"*txt_1412";0,137;0,007;0,734;0,24
"*txt_1413";0,006;0,688;0,208;0,12
"*txt_1414";0,837;0,275;0,928;0,189
"*txt_1415";0,197;0,38;0;0,309
"*txt_1416";0,003;0,257;0,287;0,189
"*txt_1419";0,035;0;0,665;0,096
"*txt_1001";0,02;0,38;0,41;0,309
"*txt_1007";0,457;0,613;0,035;0,558
"*txt_1006";0,332;0,214;0;0,15
"*txt_1005";0,057;0,474;0,501;0,407
"*txt_1004";0,934;0,577;0,505;0,309
"*txt_1098";0,014;0,214;0,911;0,15
"*txt_1247";0,035;0,152;0,178;0
"*txt_1099";0,007;0,311;0,341;0,24
"*txt_1256";0,197;0,38;0;0,309
"*txt_1257";0,579;0,128;0,004;0,078
"*txt_1254";0,096;0,275;0,016;0,189
"*txt_1255";0,261;0,38;0,505;0,309
"*txt_1252";0,025;0,128;0;0,078
"*txt_1250";0,261;0,38;0,505;0,309
"*txt_1251";0,837;0,028;0,287;0,189
"*txt_1316";0,035;0,067;0,085;0
"*txt_1315";0,057;0,474;0,501;0,407
"*txt_1313";0,907;0,214;0,243;0,021
"*txt_1258";0,049;0,18;0,208;0
"*txt_1310";0,068;0,214;0,243;0
"*txt_1326";0,096;0,257;0,287;0
"*txt_1248";0,466;0,257;0;0,189
"*txt_1169";0;0,18;0,208;0,12
"*txt_1079";0,137;0,311;0;0,24
"*txt_1344";0,096;0,257;0,287;0
"*txt_1345";0,137;0,311;0,341;0,001
"*txt_1346";0,137;0,311;0,341;0,001
"*txt_1347";0,096;0,257;0,287;0
"*txt_1341";0,068;0,214;0,243;0
"*txt_1342";0,013;0,092;0,114;0
"*txt_1343";0,197;0,38;0,41;0,003
"*txt_1173";0,068;0,214;0,243;0
"*txt_1172";0,261;0,577;0,41;0,309
"*txt_1171";0,671;0,298;0,501;0,407
"*txt_1026";0,006;0,688;0,208;0,12
"*txt_1177";0,137;0,818;0,003;0,24
"*txt_1176";0,934;0,577;0,505;0,309
"*txt_1175";0,179;0,613;0,634;0,558
"*txt_1174";0,197;0,38;0;0,309
"*txt_1179";0,007;0,311;0,341;0,24
"*txt_1178";0,099;0,818;0,341;0,24
"*txt_1292";0,124;0,128;0,153;0
"*txt_1293";0,293;0,474;0,501;0,016
"*txt_1290";0,137;0,311;0;0,24
"*txt_1291";0,238;0,18;0,208;0
"*txt_1296";0,068;0,214;0,243;0
"*txt_1295";0,179;0,613;0,634;0,558
"*txt_1353";0,096;0,257;0,287;0
"*txt_1352";0,049;0,18;0,208;0
"*txt_1351";0,137;0,311;0,341;0,001
"*txt_1299";0,261;0,38;0,505;0,309
"*txt_1357";0,688;0,016;0,208;0,12
"*txt_1424";0,837;0,028;0,287;0,189
"*txt_1355";0,197;0,577;0,41;0,103
"*txt_1354";0,137;0,311;0,341;0,001
"*txt_1050";0,007;0,311;0,341;0,24
"*txt_1198";0,671;0,298;0,501;0,407
"*txt_1052";0,461;0,43;0,911;0,15
"*txt_1053";0,581;0,006;0,772;0,028
"*txt_1054";0,02;0,38;0,41;0,309
"*txt_1057";0,111;0,43;0,243;0,15
"*txt_1058";0,457;0,613;0,035;0,558
"*txt_1190";0,466;0,028;0,287;0,774
"*txt_1193";0,261;0,577;0,41;0,309
"*txt_1192";0,007;0,311;0,341;0,24
"*txt_1195";0,057;0,474;0,501;0,407
"*txt_1194";0,02;0,38;0,41;0,309
"*txt_1197";0,02;0,38;0,41;0,309
"*txt_1196";0,111;0,214;0,346;0,15
"*txt_1463";0,293;0,005;0,501;0,407
"*txt_1186";0,038;0,257;0,928;0,189
"*txt_1462";0,657;0,007;0,341;0,24
"*txt_1187";0,261;0,577;0,41;0,309
"*txt_1458";0,197;0,001;0,41;0,309
"*txt_1459";0,006;0,688;0,208;0,12
"*txt_1454";0,003;0,257;0,287;0,189
"*txt_1455";0,254;0,275;0,287;0,189
"*txt_1457";0,569;0,036;0,688;0,028
"*txt_1450";0,137;0,818;0,003;0,24
"*txt_1452";0,124;0,009;0,248;0,078
"*txt_1469";0,068;0;0,911;0,15
"*txt_1229";0,137;0,141;0,103;0,24
"*txt_1228";0,671;0,474;0,249;0,407
"*txt_1227";0,099;0,818;0,341;0,24
"*txt_1226";0,688;0,016;0,208;0,12
"*txt_1225";0,137;0;0,341;0,24
"*txt_1224";0,02;0,38;0,41;0,309
"*txt_1223";0,096;0;0,287;0,189
"*txt_1222";0,068;0,821;0;0,15
"*txt_1220";0,179;0,613;0,634;0,558
"*txt_1464";0,137;0;0,341;0,24
"*txt_1467";0,099;0,311;0,734;0,24
"*txt_1466";0,197;0,046;0,505;0,309
"*txt_1460";0,197;0,046;0,505;0,309
"*txt_1465";0,332;0;0,243;0,15
"*txt_1396";0,057;0,474;0,501;0,407
"*txt_1395";0,02;0,38;0,41;0,309
"*txt_1394";0,671;0,474;0,249;0,407
"*txt_1392";0,049;0,18;0,208;0
"*txt_1391";0,907;0,214;0,911;0,17
"*txt_1390";0,137;0,141;0,103;0,24
"*txt_1015";0,254;0,275;0,287;0,189
"*txt_1017";0,02;0,38;0,41;0,309
"*txt_1010";0,197;0,38;0;0,309
"*txt_1012";0,02;0,38;0,41;0,309
"*txt_1013";0,02;0,38;0,41;0,309
"*txt_1082";0,02;0,38;0,41;0,309
"*txt_1128";0,254;0,275;0,287;0,189
"*txt_1129";0,006;0,688;0,208;0,12
"*txt_1081";0,057;0,474;0,501;0,407
"*txt_1080";0,254;0,275;0,287;0,189
"*txt_1087";0,006;0,18;0,777;0,12
"*txt_1086";0,837;0,257;0,016;0,189
"*txt_1120";0,096;0,257;0;0,189
"*txt_1121";0,007;0,311;0,341;0,24
"*txt_1122";0,179;0,613;0,634;0,558
"*txt_1088";0,934;0,577;0,41;0,758
"*txt_1124";0,025;0;0,153;0,318
"*txt_1126";0,038;0,983;0,287;0,189
"*txt_1127";0,261;0,38;0,505;0,309
"*txt_1269";0,137;0,311;0;0,24
"*txt_1268";0,197;0,38;0;0,309
"*txt_1263";0,02;0,38;0,41;0,309
"*txt_1261";0,001;0,214;0,243;0,15
"*txt_1260";0,657;0,311;0,003;0,24
"*txt_1267";0,007;0,311;0,341;0,24
"*txt_1266";0,025;0,128;0,153;0
"*txt_1264";0,049;0,18;0,208;0
"*txt_1300";0,137;0,311;0,734;0,023
"*txt_1068";0,049;0,688;0;0,12
"*txt_1302";0,068;0,214;0,243;0
"*txt_1303";0,025;0,128;0,153;0
"*txt_1304";1;1;1;1
"*txt_1305";0,197;0,38;0;0,309
"*txt_1306";0,137;0,311;0,341;0,001
"*txt_1307";0,466;0,028;0,928;0,189
"*txt_1308";0,197;0,38;0,41;0,003
"*txt_1309";0,099;0,311;0,734;0,24
"*txt_1062";0,261;0,577;0,41;0,309
"*txt_1065";0,254;0,275;0,287;0,189
"*txt_1064";0,057;0,474;0,501;0,407
"*txt_1067";0,099;0,311;0,734;0,24
"*txt_1066";0,697;0,139;0,488;0,12
"*txt_1339";0,137;0,311;0,341;0,001
"*txt_1123";0,057;0,474;0,501;0,407
"*txt_1231";0,197;0,001;0,41;0,309
"*txt_1237";0,137;0,007;0,734;0,24
"*txt_1238";0,261;0,577;0,41;0,309
"*txt_1239";0,057;0,474;0,501;0,407
"*txt_1191";0,099;0,818;0,341;0,24
"*txt_1301";0,049;0,18;0,208;0
"*txt_1111";1;1;1;1
"*txt_1429";0,057;0,474;0,501;0,407
"*txt_1113";0,068;0;0,911;0,15
"*txt_1115";0,563;0;0,114;0,051
"*txt_1114";0,261;0,38;0,505;0,309
"*txt_1116";0,697;0,001;0,208;0,12
"*txt_1359";0,068;0,214;0,243;0
"*txt_1061";0,007;0,311;0,341;0,24
"*txt_1358";0,057;0,474;0,501;0,407
"*txt_1060";0,657;0,818;0,103;0,24
"*txt_1089";0,137;0,311;0;0,24
"*txt_1164";0,057;0,474;0,501;0,407
"*txt_1165";0,01;0,856;0,114;0,208
"*txt_1166";0,137;0,818;0,003;0,24
"*txt_1167";0,671;0,474;0,249;0,407
"*txt_1428";0,197;0,38;0;0,309
"*txt_1163";0,038;0,257;0,928;0,189
"*txt_1168";0,057;0,474;0,501;0,407
"*txt_1298";0,025;0,128;0,153;0
"*txt_1438";0,137;0;0,341;0,24
"*txt_1439";0,466;0,257;0;0,189
"*txt_1348";0,137;0,311;0,341;0,001
"*txt_1349";0,197;0,38;0,41;0,003
"*txt_1432";0,293;0,474;0,003;0,407
"*txt_1433";0,657;0,311;0,003;0,24
"*txt_1430";0,02;0,38;0,41;0,309
"*txt_1431";0,007;0,311;0,341;0,24
"*txt_1436";0,057;0,474;0,501;0,407
"*txt_1437";0,934;0,046;0,41;0,309
"*txt_1434";0,401;0;0,153;0,078
"*txt_1356";0,197;0,38;0,41;0,003
"*txt_1025";0,057;0,474;0,501;0,407
"*txt_1024";0,457;0,048;0,634;0,558
"*txt_1188";0,197;0,577;0,031;0,309
"*txt_1189";0,002;0,579;0,178;0,096
"*txt_1020";0,547;0,818;0,734;0,24
"*txt_1022";0,137;0,007;0,734;0,24
"*txt_1182";0,466;0,983;0,016;0,189
"*txt_1180";0,197;0,046;0,505;0,309
"*txt_1426";0,002;0,152;0,665;0,096
"*txt_1029";0,671;0,474;0,249;0,407
"*txt_1028";0,02;0,38;0,41;0,309
"*txt_1184";0,099;0,818;0,341;0,24
"*txt_1185";0,137;0,007;0,734;0,24
"*txt_1199";0,02;0,38;0,41;0,309
"*txt_1009";0,547;0,311;0,103;0,24
"*txt_1230";0,293;0,474;0,003;0,407
"*txt_1338";0,001;0,214;0,243;0,15
"*txt_1232";0,671;0,298;0,501;0,407
"*txt_1008";0,099;0,818;0,341;0,24
"*txt_1234";0,671;0,298;0,501;0,407
"*txt_1235";0,671;0,474;0,249;0,407
"*txt_1236";0,007;0,311;0,341;0,24
"*txt_1059";0,697;0,18;0,208;0,005
"*txt_1331";0,197;0,38;0,41;0,003
"*txt_1330";0,007;0,311;0,341;0,24
"*txt_1333";0,238;0,139;0,095;0,12
"*txt_1332";0,096;0,257;0,287;0
"*txt_1335";0,179;0,613;0,634;0,558
"*txt_1334";0,096;0,257;0,287;0
"*txt_1337";0,057;0,474;0,501;0,407
"*txt_1336";0,068;0,214;0,243;0
"*gr_01";1;1;1;1
"*txt_1421";0,007;0,311;0,341;0,24
"*txt_1420";0,171;0,745;0,001;0,096
"*n_02";0,02;0,38;0,41;0,309
"*n_03";0,934;0,577;0,505;0,309
"*txt_1423";0,137;0,818;0,003;0,24
"*n_04";0,057;0,474;0,501;0,407
"*n_05";0,332;0,214;0;0,15
"*txt_1422";0,179;0,613;0,634;0,558
"*txt_1094";0,02;0,38;0,41;0,309
"*txt_1097";0,254;0,257;0,213;0,189
"*txt_1159";0,014;0,821;0,243;0,15
"*txt_1158";0,057;0,474;0,501;0,407
"*txt_1092";0,466;0,028;0,928;0,189
"*txt_1093";0,197;0,38;0;0,309
"*txt_1155";0,466;0,275;0,213;0,189
"*txt_1154";0,137;0,141;0,103;0,24
"*txt_1157";0,958;0;0,114;0,051
"*txt_1156";0,137;0,141;0,103;0,24
"*txt_1151";0,068;0,071;0,346;0,616
"*txt_1150";0,332;0,071;0,346;0,15
"*txt_1153";0,197;0,046;0,505;0,309
"*txt_1278";0,049;0,18;0,208;0
"*txt_1279";0,096;0,257;0,928;0,005
"*txt_1274";0;0,414;0,132;0,063
"*txt_1275";0,197;0,38;0;0,309
"*txt_1276";0,035;0,152;0,178;0
"*txt_1277";0,035;0,152;0,178;0
"*txt_1270";0,671;0,474;0,249;0,407
"*txt_1271";0,137;0,311;0,341;0,001
"*txt_1272";0,137;0,311;0,341;0,001
"*txt_1273";0,197;0,38;0,41;0,003
"*txt_1375";0,547;0,311;0,103;0,24
"*txt_1374";0,006;0,18;0,777;0,12
"*txt_1377";0,096;0,257;0,287;0
"*txt_1376";0,01;0,079;0,098;0
"*txt_1371";0,137;0,311;0,341;0,001
"*txt_1370";0,099;0,311;0,734;0,24
"*txt_1373";0,466;0,028;0,928;0,189
"*txt_1372";0,035;0,152;0,631;0,001
"*txt_1072";0;0,18;0,208;0,12
"*txt_1071";0,096;0;0,287;0,189
"*txt_1379";0,293;0,474;0,501;0,016
"*txt_1378";0,137;0,311;0,341;0,001
"*txt_1074";0,261;0,577;0,41;0,309
"*txt_1075";0,233;0,139;0,208;0,12
"*txt_1388";0,137;0,311;0,341;0,001
"*txt_1389";0,001;0,214;0,243;0,15
"*txt_1382";0,137;0;0,341;0,24
"*txt_1383";0,137;0,311;0,341;0,001
"*txt_1384";0,065;0,569;0;0,051
"*txt_1385";0,907;0,214;0,243;0,021
"*txt_1386";0,068;0,005;0,346;0,15
"*txt_1387";0,096;0,257;0,287;0
"*txt_1209";0,466;0,028;0,928;0,189
"*txt_1208";0,137;0;0,341;0,24
"*txt_1201";0,02;0,38;0,41;0,309
"*txt_1200";1;1;1;1
"*txt_1203";0,02;0,38;0,41;0,309
"*txt_1202";0,466;0,257;0;0,189
"*txt_1205";0,837;0,983;0,213;0,189
"*txt_1204";0,697;0,001;0,208;0,12
"*txt_1207";0,197;0,001;0,41;0,309
"*txt_1103";0,657;0,311;0,003;0,24
"*txt_1100";0,197;0,577;0,031;0,309
"*txt_1101";0,137;0,141;0,103;0,24
"*txt_1106";0,003;0,257;0,287;0,189
"*txt_1104";0,547;0,818;0,734;0,24
"*txt_1105";0,197;0,001;0,41;0,309
"*txt_1108";0,837;0,983;0,213;0,189
"*txt_1109";0,007;0,311;0,341;0,24
"*txt_1408";0,137;0,141;0,103;0,24
"*txt_1407";0,057;0,474;0,501;0,407
"*txt_1406";0,261;0,38;0,505;0,309
"*txt_1405";0,261;0,38;0,505;0,309
"*txt_1318";0,096;0,257;0,287;0
"*txt_1402";0,137;0,818;0,003;0,24
"*txt_1401";0,02;0,38;0,41;0,309
"*txt_1400";0,001;0,214;0,243;0,15
"*txt_1036";0,02;0,38;0,41;0,309
"*txt_1037";0,171;0,152;0,178;0
"*txt_1034";0,001;0,214;0,243;0,15
"*txt_1035";0,934;0,577;0,505;0,309
"*txt_1032";0,137;0,818;0,003;0,24
"*txt_1030";0,261;0,38;0,505;0,309
"*txt_1038";0,293;0,474;0,003;0,407
"*txt_1039";0,02;0,38;0,41;0,309
"*txt_1311";0,137;0,311;0,341;0,001
"*txt_1259";0,003;0,257;0,287;0,189
"*txt_1245";0,332;0,43;0,911;0,663
"*txt_1328";0,065;0,092;0,114;0
"*txt_1329";0,137;0,141;0,103;0,24
"*txt_1240";0,466;0,001;0,287;0,189
"*txt_1322";0,907;0,821;0,046;0,15
"*txt_1323";0,293;0,474;0,003;0,407
"*txt_1320";0,111;0,214;0,346;0,15
"*txt_1321";0,461;0,821;0,346;0,15
"*txt_1249";0,035;0,152;0,178;0
"*txt_1327";0,137;0,818;0,003;0,24
"*txt_1324";0,006;0,18;0,777;0,12
"*txt_1325";0,049;0,18;0,208;0
"*txt_1360";0,096;0,257;0,287;0
"*txt_1361";0,137;0,141;0,103;0,24
"*txt_1368";0,837;0,983;0,213;0,189
"*txt_1369";0,657;0,311;0,341;0,023
"*txt_1019";0,007;0,311;0,341;0,24
"*txt_1471";0,697;0,688;0,008;0,12
"*txt_1148";0,137;0,141;0,103;0,24
"*txt_1149";0,466;0,983;0,016;0,189
"*txt_1146";0,547;0,141;0,341;0,24
"*txt_1144";0,003;0,257;0,287;0,189
"*txt_1143";1;1;1;1
"*txt_1140";0,099;0,818;0,341;0,24
"*txt_1141";0,671;0,474;0,249;0,407
"*txt_1281";0,137;0,311;0,341;0,001
"*txt_1280";0,837;0,028;0,287;0,189
"*txt_1283";0,197;0,38;0,41;0,003
"*txt_1282";0,038;0,983;0,287;0,189
"*txt_1285";0,068;0,214;0,243;0
"*txt_1284";0,035;0,152;0,178;0
"*txt_1287";0,049;0,18;0,208;0
"*txt_1286";1;1;1;1
"*txt_1289";0,02;0,38;0,41;0,309
"*txt_1288";0,254;0,275;0,287;0,189
"*txt_1366";0,197;0,38;0,41;0,003
"*txt_1367";0,137;0,311;0,341;0,001
"*txt_1364";0,09;0,109;0,132;0
"*txt_1365";0,332;0,214;0,243;0,001
"*txt_1362";0,068;0,214;0,243;0
"*txt_1363";0,697;0,016;0,777;0,12
"*txt_1049";0,02;0,38;0,41;0,309
"*txt_1048";0,02;0,38;0,41;0,309
"*txt_1047";0,038;0,983;0,287;0,189
"*txt_1045";0,038;0,257;0,287;0,774
"*txt_1043";0,254;0,983;0,928;0,189
"*txt_1042";0,261;0,38;0,41;0,758
"*txt_1041";0,261;0,38;0,505;0,309
"*txt_1040";0,197;0,577;0,031;0,309
"*txt_1449";0,934;0,38;0,505;0,758
"*txt_1448";0,003;0,257;0,287;0,189
"*txt_1443";0,934;0,577;0,505;0,309
"*txt_1442";0,025;0;0,153;0,078
"*txt_1441";0,466;0,028;0,928;0,189
"*txt_1440";0,547;0,818;0,734;0,24
"*txt_1447";0,934;0,38;0,031;0,309
"*txt_1446";0,547;0,311;0,103;0,24
"*txt_1445";0,197;0,577;0,031;0,309
"*txt_1444";0,038;0,257;0,928;0,189
