"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"agora";-1,219;-15,404;1,893;43,217;2,186;-12,266
"2";-0,276;102,134;-15,059;-5,625;-2,007;-11,839
"desde";0,256;-0,887;0,879;-5,191;-0,152;4,752
"nós";-13,908;-20,667;39,283;28,485;-0,638;-3,296
"mil";-7,383;94,921;-7,283;-0,556;-10,62;-3,936
"nome";-5,623;8,809;-0,27;-0,224;33,543;-30,452
"antes";5,301;-6,266;-5,389;-1,853;3,138;6,305
"apenas";11,718;-8,309;-0,123;1,568;-5,789;2,051
"nenhum";0,076;1,233;0,004;0,271;0,559;-7,406
"algum";-4,766;-0,381;1,242;1,912;0,148;-0,001
"1";8,868;20,836;-15,207;-0,463;-0,873;-6,473
"tentar";-1,405;-0,748;-0,004;0,602;4,752;-0,414
"tudo";-8,593;0,026;8,579;45,637;-8,06;-16,022
"três";12,798;0,829;-3,026;-0,46;-2,466;-0,285
"assim";0,01;-5,57;-0,492;19,082;0,305;-2,034
"me";-9,833;-0,013;0,42;94,322;-0,896;-34,302
"fim";-0,473;-2,313;0,016;-2;4,107;2,692
"5";2,769;65,04;-17,169;-4,599;-4,949;-5,795
"aqui";-11,503;-8,051;0,048;107,139;0,785;-20,262
"3";1,388;15,125;-9,492;-0,007;-5,297;-0,051
"menos";-1,107;-4,9;0,29;4,26;2,722;-0,322
"cada";-0,104;-0,675;4,146;-0,712;0,866;-0,653
"sempre";-6,947;-1,075;11,233;28,952;-1,403;-12,913
"4";27,15;27,961;-13,746;-14,434;-3,012;-3,623
"trabalho";-2,101;-10,146;17,906;11,339;5,93;-21,188
"pro";-9,914;1,746;-3,236;82,101;0,139;-32,55
"nunca";-14,681;8,017;0,028;19,32;-10,472;-0,83
"nada";-2,621;-4,996;5,677;31,228;-0,324;-9,241
"alguma";-0,539;-7,551;0,079;28,699;-1,143;-0,359
"2014";-0,253;166,298;-15,511;-12,651;-1,726;-29,912
"2016";19,851;3,13;-9,713;-8,823;-0,639;0,217
"nosso";-8,924;-23,09;37,207;16,569;-4,48;0,128
"10";22,944;1,534;-7,296;-1,596;-0,349;-2,086
"vário";-0,53;-5,282;0,457;0,439;-4,137;14,57
"abaixo";0,012;9,697;-12,866;13,149;0;-12,397
"bilhão";-8,551;92,121;-8,141;-4,434;-1,832;-3,888
"aí";-7,14;-1,186;1,306;34,576;2,489;-19,503
"meu";-1,89;-1,519;0,023;80,961;-0,932;-25,75
"2017";2,836;-1,285;-6,194;-3,165;1,652;6,583
"dentro";-1,334;0,14;0,032;11,732;0,09;-9,103
"minha";-2,944;-5,754;1,53;77,21;-0,005;-26,406
"6";30,249;5,266;-9,786;-6,088;-8,233;0,146
"aquele";-2,805;-2,454;5,881;3,621;-0,224;-0,159
"nossa";-20,127;-24,179;70,04;2,021;-1,799;2,124
"quanto";-0,123;-2,741;0,589;3,091;0,124;-0,311
"ninguém";-3,626;-3,21;1,893;22,691;-0,411;-2,154
"sob";1,942;-5,88;0,408;1,219;-2,836;1,723
"lá";-5,828;-1,103;-0,296;68,144;-0,256;-11,479
"12";50,885;-1,318;-9,383;-3,353;0,288;-1,252
"tal";0,956;8,783;0,596;-0,836;-4,557;-4,302
"tanto";-0,385;-2,053;3,236;11,102;-0,033;-6,381
"20";22,024;0,415;-3,035;-1,017;-0,772;-2,521
"esta";2,202;-5,485;0,04;0,015;-1,817;4,698
"este";-1,285;-2,475;5,816;-0,244;-2,256;5,409
"8";4,101;1,199;-5,734;-1,806;0,001;0,204
"2018";-1,838;-21,581;-0,087;-0,489;104,324;-4,538
"quatro";0,928;0,098;-3,786;-0,936;-1,226;6,553
"sim";-4,404;-0,582;11,2;1,809;2,31;-9,585
"muita";-11,978;-10,64;0,209;64,371;-0,004;-1,293
"2015";2,271;9,292;-7,613;-4,002;1,173;-1,53
"15";4,703;1,336;-3,587;-7,162;-0,518;2,963
"quase";-5,414;-0,033;-0,178;2,979;-0,01;1,457
"verdade";1,556;0,098;7,205;1,559;-7,808;-6,958
"apesar";-0,156;-3,505;-0,044;-0,384;0,012;9,67
"30";-2,057;18,87;-5,575;0,321;-0,056;-2,383
"entanto";6,154;-3,804;-0,009;-3,106;0,684;0,746
"9";75,256;-1,244;-6,78;-2,379;-1,229;-3,08
"algo";-8,443;-4,412;10,172;8,156;-1,561;0,17
"7";-0,491;8,179;-4,169;-6,983;0,096;2,639
"diante";-0,411;-3,804;1,963;-0,057;0,268;1,321
"seis";19,951;-2,73;-5,259;-0,829;1,292;-0,075
"cinco";4,1;0,577;-2,822;1,224;-2,111;-0,616
"tão";-13,823;-4,473;11,098;17,361;-2,484;0,012
"alguém";-0,059;-2,532;4,49;17,361;-1,596;-7,751
"inclusive";-0,114;0,209;-1,814;-0,272;6,068;-0,486
"embora";2,971;-1,493;-0,083;0,255;-0,976;0,236
"11";0,307;0,139;-1,47;0;-2,988;3,401
"ontem";1,002;-4,289;-0,486;-0,051;8,664;-0,223
"100";-2,416;16,585;-6,417;0,025;-0,731;0
"demais";2,224;-0,12;0,152;0,813;-0,228;-3,092
"acima";-0,625;4,361;0,926;1,259;-0,735;-7,621
"aquela";-1,917;-2,525;0,01;20,397;1,185;-5,36
"2013";-0,867;28,051;-2,46;-2,124;-2,988;-0,286
"2010";-5,992;89,413;-2,595;-6,642;-0,453;-13,124
"somente";15,304;-0,948;-0,022;0,145;-0,568;-4,108
"maioria";-1,276;-9,88;-0,429;1,798;27,89;-1,017
"através";-4,011;30,201;-6,741;-0,646;-7,542;2,355
"19";0,062;0,459;-0,676;-0,502;11,153;-6,831
"18";0,457;3,689;-1,887;0,259;-0,089;-2,659
"13";1,429;1,075;-2,622;-1,224;2,411;-1,192
"j";-6,785;173,132;-12,345;-9,508;-7,049;-11,869
"25";-2,068;-0,176;-0,479;-1,15;-0,267;15,406
"16";1,892;0,072;-4,041;0;0,819;-0,234
"50";-2,359;10,217;-4,657;0,624;-0,115;-0,242
"mim";-5,834;-0,303;7,316;33,478;-2,988;-12,908
"24";59,046;-4,783;-3,557;-4,792;-0,254;-0,091
"realmente";-2,416;-6,538;3,425;4,065;-0,228;1,062
"jamais";1,569;8,846;-2,101;-0,301;-1,595;-1,866
"17";6,685;8,694;-5,82;-3,647;-0,288;-1,068
"ambos";-9,135;0,013;0,02;-1,532;-0,576;19,074
"500";-4,986;53,394;-8,025;-7,644;-3,379;0,944
"talvez";-1,808;-5,275;1,187;2,641;-1,006;4,536
"26";8,034;-0,691;-4,312;-5,811;3,603;0,659
"14";18,815;-1,096;-1,326;-0,04;0,11;-3,37
"dez";-2,492;-0,448;-4,908;21,861;2,593;-2,486
"21";-0,577;3,277;-0,014;-0,203;2,072;-4,406
"ali";-2,097;-2,377;8,148;14,884;-1,148;-5,406
"40";-5,148;3,081;-1,449;3,43;-0,351;0,01
"23";36,248;-1,881;-4,727;-2,698;-0,029;-0,051
"diretamente";-0,495;7,2;-0,869;0,004;-1,464;-0,135
"lhe";-0,152;0,35;2,895;2,114;-1,595;-4,484
"atualmente";0,126;-0,96;0,008;-0,52;1,518;0,043
"principalmente";-2,208;-1,687;2,377;0,548;0,712;-0,023
"logo";0,047;-1,276;2,942;0,004;0,375;-1,463
"sexto";-0,014;-0,96;-4,727;-0,52;-0,408;20,521
"2009";-1,659;24,018;-0,964;-0,806;-0,68;-2,859
"28";0,026;-2,206;-2,315;-0,917;4,354;3,667
"xi";-7,967;-14,388;-1,008;-8,536;-5,998;162,199
"perto";-4,824;-5,976;-2,322;-0,325;-3,226;69,874
"si";0,364;-3,823;8,6;0;-0,13;-0,726
"absolutamente";-0,231;-1,988;12,054;-0,394;0,11;-1,068
"sete";0,551;0,074;-2,157;-0,806;0,033;1,204
"___________________";-4,971;-6,562;2,751;28,774;0,734;-6,436
"recentemente";-1,238;-4,904;0;2,23;0,051;3,37
"provavelmente";-3,52;-0,691;-1,574;0,265;-0,05;12,648
"300";-5,47;30,911;-4,004;-0,917;-5,615;1
"27";-2,596;-0,038;-1,546;2,179;0,255;1,053
"22";1,695;0,893;-0,337;-4,614;5,563;-3,407
"2012";-2,349;46,91;-6,901;-4,423;-0,408;-1,186
"novamente";0,457;-1,276;-0,241;-0,701;0,025;3,021
"especialmente";-0,033;-3,343;5,084;0,341;-1,343;0,309
"atrás";-1,396;-4,524;7,098;23,549;-5,103;-2,487
"2011";-2,441;16,227;-0,426;-4,792;0,002;-0,147
"s";-4,639;14,842;-1,546;0,174;-0,001;-2,124
"aquilo";-0,804;-1,32;3,008;18,234;-0,887;-7,296
"80";-3,809;0,126;-2,237;-0,726;-3,91;29,7
"imediatamente";-1,015;-8,331;-1,473;-0,437;0,137;30,756
"2006";-3,7;23,153;-6,527;-6,217;0,198;0,663
"sequer";10,756;-0,325;0;0,346;-0,68;-4,647
"oito";-0,432;0,837;-0,733;-0,069;5,828;-2,487
"31";-0,005;4,003;-2,066;-1,9;5,332;-2,597
"totalmente";-2,349;-4,641;0,008;-1,396;-6,298;50,744
"bastante";-1,526;-1,784;20,453;0,453;-0,584;-2,672
"60";-1,982;0,055;-0,981;6,299;0,091;-0,435
"2008";8,349;2,746;-0,181;-1,795;-3,188;-1,352
"200";-1,102;19,44;-0,284;-1,269;-1,164;-1,808
"longe";-2,909;-8,977;17,414;5,269;-0,492;-0,381
"b";-0,469;-0,287;-0,723;0,17;5,332;-0,241
"extremamente";-2,134;-5,101;11,219;5,64;-0,127;-1,598
"70";-0,697;-0,075;0,213;0,289;-0,744;0,847
"35";0,092;4,693;-3,351;-0,218;0,068;-0,526
"exatamente";-2,596;-0,417;3,533;-0,013;1,086;-0,215
"cuja";-0,57;1,814;0,051;-0,072;-0,04;-0,333
"150";-2,814;33,91;-1,235;-3,014;-1,02;-1,616
"000";-3,809;1,814;-4,284;-0,072;-1,917;14,486
"0";3,621;-0,271;-0,49;0,025;1,068;-2,57
"trás";-2,134;-5,101;7,833;3,293;-2,229;0,702
"te";-1,02;0,133;-0,015;18,315;-1,099;-5,79
"quê";-0,902;-0,85;2,495;2,88;0,47;-3,407
"perante";9,804;-3,178;7,833;-0,181;-4,25;-1,598
"isto";-0,098;-1,707;15,212;-2,39;-0,854;0,098
"supostamente";-1,388;8,264;-0,007;-1,581;-3,399;0,752
"oficialmente";-1,102;1,092;-1,397;-1,269;-0,167;5,618
"nove";11,513;-0,995;-2,978;-0,081;-0,88;0,601
"pessoalmente";-1,143;11,578;-3,111;-1,37;-0,325;0,28
"amanhã";1,323;-4,233;0,105;7,844;-1,763;-0,241
"praticamente";-0,375;-3,946;2,648;0,264;1,47;-0,161
"politicamente";-0,469;-0,287;2,244;4,856;-0,521;-2,597
"enfim";-3,975;-1,493;5,675;17,849;-0,738;-5,145
"cedo";-2,979;-3,093;-0,284;0,037;2,563;5,618
"aliás";0,875;-0,542;5,675;-0,122;0,091;-5,145
"29";-0,082;-2,813;-0,197;-1,118;1,119;6,508
"2005";3,246;0,398;-1,235;-1,118;1,119;-1,616
"sobretudo";0,41;-6,279;4,965;5,51;-1,61;-0,95
"infelizmente";-0,082;-2,813;4,959;0,96;-0,103;-0,402
"cujo";-0,828;-0,162;1,054;-0,969;0,233;0,601
"completamente";-3,643;-6,578;19,653;-1,9;-0,521;5,335
"comigo";-1,534;-2,153;1,054;22,959;-0,421;-4,501
"simplesmente";-0,098;-1,707;1,314;0,018;0,611;-0,045
"2007";-0,209;3,933;1,631;-0,304;-3,228;-0,66
"zero";-0,037;0,619;1,054;0,173;-0,88;-1,427
"2002";-2,814;8,635;-0,197;-1,118;1,119;-1,616
"posteriormente";-0,082;5,577;-1,235;-3,014;-1,02;1,631
"cima";-0,375;-3,946;2,648;5,51;0,351;-2,397
"90";-0,144;-2,987;0,142;1,753;-0,164;1,057
"00";0,279;4,128;-0,244;0,193;-1,698;-2,141
"exclusivamente";1,323;16,24;-0,723;-3,903;-0,521;-4,716
"justamente";0,275;-4,782;2,941;3,295;-0,88;-0,29
"afinal";-0,037;0,037;-0,122;1,244;1,424;-3,428
"38";-0,571;0,247;0,351;-0,684;-0,001;0,14
"inicialmente";3,621;4,955;-2,233;-2,127;-0,369;-0,714
"claramente";-2,814;-5,081;2,431;-0,143;1,119;3,663
"certamente";1,223;-5,081;8,379;-1,118;0,136;-0,402
"45";0,275;1,908;-1,077;-0,969;-0,88;0,601
"32";0,145;1,114;0,052;0,085;-1,868;-0,552
"2000";-2,316;-0,019;1,764;-0,684;-0,001;1,158
"publicamente";0,275;-4,782;-0,122;0,173;6,836;-0,29
"necessariamente";1,223;-0,274;0,05;0,091;-0,103;-0,402
"in";-0,234;-3,286;0,052;-0,305;-1,868;16,061
"efetivamente";0,958;0,234;0,013;0,037;-1,164;-0,526
"obviamente";-0,828;0,037;1,054;-2,837;1,424;0,014
"aproximadamente";-0,571;9,243;-2,606;-0,684;-0,612;0,14
"1990";1,551;0,115;0,052;-0,305;-1,868;0,002
"rapidamente";-2,482;-0,79;-0,922;0,289;0,366;5,182
"h";-2,316;0,247;-0,772;-0,684;-2,378;15,084
"33";-0,07;5,4;-1,674;-1,595;-1,528;1,532
"igualmente";3,837;-4,782;14,285;-0,969;-2,718;-0,29
"cá";-2,316;-4,183;7,837;13,408;-2,378;-1,06
"anteriormente";8,229;-0,075;-2,792;-0,034;-2,548;0,847
"83";-0,992;0,363;1,416;-1,063;-1,018;1,021
"41";-0,019;-0,497;-1,488;-0,04;14,876;-1,713
"400";-1,157;4,618;-1,302;-1,24;1,118;-0,054
"2001";8,229;-2,259;-2,792;-0,824;-0,744;5,182
"finalmente";-0,234;-3,286;1,121;-0,305;4,245;0,002
"eventualmente";1,156;-1,456;0,009;0,933;-0,369;-0,008
"especificamente";2,943;0;-0,001;-0,55;-2,208;0,267
"600";-2,316;3,129;-0,772;2,008;-0,612;-0,107
"51";-0,337;24,722;-2,233;-2,127;-0,369;-2,57
"ei";-2,151;-3,884;-0,001;0,001;-2,208;23,882
"d";42,392;-2,09;-1,302;-1,24;-1,188;-1,498
"87";8,441;0,953;-0,061;-1,417;-1,358;-1,713
"59";-2,151;-3,884;-0,627;-2,304;-0,487;40,243
"1970";-1,654;-0,953;-0,244;0,193;-0,164;7,229
"09";22,131;0,115;-2,047;-1,949;-1,868;-0,552
"04";9,473;-1,987;-2,606;-0,006;-0,612;1,158
"temporariamente";-0,496;10,057;-0,558;-0,531;-0,509;-0,642
"profundamente";-0,019;-2,389;13,282;-0,04;-1,358;-0,145
"independentemente";0,77;-0,497;-0,061;0,621;-0,026;-0,145
"evidentemente";-0,337;-0,271;0,009;0,933;3,436;-2,57
"diariamente";-1,654;0,279;0,142;0,193;1,939;-2,141
"800";-1,157;4,618;-1,302;-0,003;-1,188;0,579
"2003";0,279;0,279;0,142;-1,772;-0,164;0,039
"w";-2,151;-3,884;-0,001;-0,55;-2,208;31,532
"v";-0,07;0,545;-1,674;0,364;2,576;-1,927
"p";-1,157;-2,09;3,916;1,004;1,118;-1,498
"i";6,779;-0,003;-0,142;-1,595;-1,528;0,131
"devidamente";2,058;12,502;-1,861;-1,772;-1,698;-2,141
"cem";-1,323;-2,389;2,886;0,621;0,712;-0,145
"adiante";-0,234;-1,2;1,121;-0,305;4,245;-0,552
"acercar";-0,019;0,953;0,527;-1,417;0,712;-1,713
"73";-0,019;-0,497;2,886;-0,04;0,712;-1,713
"700";-1,488;2,344;-1,674;-1,595;-1,528;8,929
"52";-0,992;0,363;-1,116;0,012;6,101;-1,284
"normalmente";-0,234;0,115;1,121;0,085;-0,26;-0,552
"mediante";0,479;15,28;-1,674;-1,595;-1,528;-1,927
"excelência";2,058;-0,953;-1,861;9,573;-0,164;-2,141
"definitivamente";0,145;-3,286;-0,361;-0,305;-0,26;10,342
"64";14,743;-0,143;-0,361;0,085;-1,868;-2,355
"55";-1,157;-2,09;-1,302;1,004;1,118;3,073
"48";0,77;3,302;-1,488;-0,04;-1,358;-0,145
"2004";8,441;-0,497;0,527;-1,417;-0,026;-1,713
"possivelmente";-0,992;-0,135;0,004;1,572;0,023;-0,004
"literalmente";-0,019;0,018;-0,061;-0,04;-1,358;2,179
"facilmente";-1,654;-0,953;1,554;-0,199;-0,164;3,453
"basicamente";0,279;0,279;0,142;-1,772;-0,164;0,039
"aparentemente";-1,819;-1,2;7,389;-0,305;-1,868;2,665
"76";0,385;1,65;-0,744;-0,708;-0,679;0,15
"75";0,03;-0,135;0,004;0,012;0,023;-0,004
"66";-1,323;0,018;0,527;0,621;-0,026;-0,145
"57";0,03;0,363;-1,116;1,572;0,023;-1,284
"47";4,219;0,009;-0,744;0,311;-0,679;-0,856
"37";0,479;-0,003;-1,674;2,359;-0,084;-0,263
"1980";-0,661;0,009;3,567;-0,708;0,356;-0,856
"170";-0,661;6,117;-0,744;-0,708;0,356;-0,856
"05";-1,157;9,288;-1,302;-0,003;0;-1,498
"tampouco";8,441;-0,497;2,886;-1,417;-1,358;-1,713
"respectivamente";-0,496;3,235;-0,558;-0,531;-0,509;0,51
"r";-1,488;-2,688;-0,142;-0,109;-0,084;14,926
"quão";-1,323;-2,389;2,886;0,621;-1,358;2,179
"indevidamente";0,77;7,064;-0,061;-1,417;-1,358;-1,713
"formalmente";0,03;0,363;0,004;-1,063;0,023;-0,004
"expressamente";8,441;0,018;0,527;-1,417;-1,358;-1,713
"espontaneamente";-0,992;0,363;-1,116;1,572;1,717;-1,284
"consigo";-1,488;-2,688;0,292;18,788;-1,528;-0,263
"ah";0;-0,299;-1,302;4,241;1,118;-1,498
"77";-1,157;15,574;-1,302;-1,24;0;-1,498
"56";-0,827;0,819;-0,93;-0,886;0,122;1,726
"36";0,77;0,018;-1,488;3,16;-0,026;-1,713
"34";0,03;-1,791;1,416;5,742;-1,018;-1,284
"120";6,793;-0,895;0,708;-0,531;-0,509;-0,642
"01";-0,992;0,363;-1,116;0,012;0,023;1,021
"sinceramente";-1,488;-2,688;0,292;0,364;6,513;-0,263
"previamente";-0,827;-0,025;0,071;-0,886;0,122;1,726
"m";-0,496;0,182;0,708;0,786;-0,509;-0,642
"juntamente";-0,661;0,009;-0,744;-0,708;0,356;2,89
"abertamente";-1,488;-0,717;-0,142;-0,109;0,433;4,464
"65";-0,827;0,819;0,071;-0,886;2,623;-1,07
"46";-0,827;0,819;-0,93;2,439;-0,848;0,019
"308";-1,488;-2,688;-1,674;-1,595;53,106;-1,927
"250";-0,992;-0,135;0,004;-1,063;0,023;4,336
"2020";0;-0,299;-0,01;-1,24;1,118;0,579
"03";12,163;0,009;-0,744;-0,708;-0,679;-0,856
"sic";-0,992;0,363;1,416;0,012;0,023;-1,284
"senão";-0,992;-0,135;-1,116;1,572;6,101;-1,284
"relativamente";0,03;-0,135;11,811;-1,063;-1,018;-1,284
"propriamente";1,81;-1,791;1,416;-1,063;0,023;-0,004
"plenamente";1,81;-1,791;0,004;0,012;0,023;-0,004
"naturalmente";0,139;-0,025;2,24;0,096;-0,848;-1,07
"lhes";0,139;-0,025;0,071;0,096;-0,848;0,019
"internamente";-0,661;0,009;0,263;-0,708;0,356;0,15
"individualmente";4,219;-1,194;0,263;-0,708;0,356;-0,856
"debaixo";-1,157;-0,299;3,916;1,004;-1,188;-0,054
"__";-0,992;-1,791;-1,116;1,572;1,717;1,021
"61";-0,827;9,188;-0,93;-0,886;-0,848;0,019
"54";-1,157;-0,299;0,882;-1,24;10,272;-1,498
"42";0,139;3,873;-0,93;0,096;-0,848;-1,07
"39";-0,661;-1,194;-0,744;0,311;0,356;2,89
"280";1,81;-0,135;0,004;-1,063;1,717;-1,284
"1964";-0,992;-1,791;5,352;0,012;1,717;-1,284
"1960";-1,157;-2,09;9,114;-0,003;0;-0,054
"07";0,385;-1,194;0,263;-0,708;-0,679;2,89
"02";4,219;-1,194;-0,744;-0,708;0,356;0,15
"vossa";1,192;-2,09;-1,302;9,717;0;-1,498
"veementemente";0,139;-0,025;0,071;0,096;-0,848;0,019
"salvo";1,192;-2,09;0,882;-1,24;0;0,579
"reiteradamente";8,63;-1,493;-0,93;-0,886;0,122;0,019
"preventivamente";0,385;1,65;-0,744;-0,708;-0,679;0,15
"geralmente";-0,827;-1,493;2,24;2,439;-0,848;0,019
"exceto";-0,827;-0,025;0,071;0,096;2,623;-1,07
"dificilmente";1,81;-1,791;0,004;0,012;-1,018;1,021
"criminalmente";17,808;-1,493;-0,93;0,096;-0,848;-1,07
"amplamente";-0,992;6,473;0,004;-1,063;-1,018;-0,004
"altamente";-0,992;-1,791;0,004;1,572;0,023;1,021
"850";17,808;-0,025;-0,93;-0,886;-0,848;-1,07
"85";-0,661;-1,194;-0,744;-0,708;0,356;9,075
"81";-0,827;-1,493;-0,93;-0,886;29,492;-1,07
"78";-0,661;13,41;-0,744;-0,708;-0,679;-0,856
"74";-0,496;0,182;-0,558;0,786;-0,509;0,51
"62";-0,992;-1,791;-1,116;5,742;1,717;-0,004
"43";-0,827;3,873;-0,93;-0,886;0,122;0,019
"1996";0,385;-1,194;-0,744;0,311;-0,679;2,89
"1995";-0,992;-1,791;1,416;-1,063;6,101;-0,004
"1994";-0,992;-1,791;0,004;-1,063;1,717;4,336
"1988";-0,992;-1,791;20,793;-1,063;0,023;-1,284
"x";-0,496;-0,895;5,904;-0,531;0,858;-0,642
"trinta";0,385;0,009;-0,744;0,311;0,356;-0,856
"teoricamente";-0,992;-1,791;5,352;0,012;1,717;-1,284
"raramente";-0,827;-1,493;0,071;0,096;-0,848;6,189
"radicalmente";-0,992;-1,791;5,352;-1,063;0,023;1,021
"primeiramente";0,03;2,476;0,004;-1,063;-1,018;-0,004
"legalmente";0,03;6,473;-1,116;0,012;-1,018;-1,284
"fortemente";-0,992;0,363;-1,116;0,012;0,023;1,021
"diferentemente";-0,496;0,182;0,708;-0,531;-0,509;0,51
"constantemente";-0,496;0,182;0,708;-0,531;0,858;-0,642
"ante";6,793;-0,895;-0,558;-0,531;-0,509;0,51
"ai";-0,827;-0,025;2,24;2,439;-0,848;-1,07
"ademais";-0,496;3,235;0,708;-0,531;-0,509;-0,642
"84";-0,496;-0,895;0,708;-0,531;-0,509;4,973
"79";-0,661;1,65;-0,744;0,311;-0,679;0,15
"7000";17,808;-0,025;-0,93;-0,886;-0,848;-1,07
"58";-0,827;-0,025;0,071;0,096;0,122;0,019
"53";-0,496;0,182;-0,558;-0,531;-0,509;4,973
"49";-0,661;-1,194;0,263;-0,708;11,812;-0,856
"470";0,385;6,117;-0,744;-0,708;-0,679;-0,856
"44";6,793;-0,895;-0,558;-0,531;0,858;-0,642
"1997";0,385;1,65;-0,744;-0,708;-0,679;0,15
"1984";0,139;3,873;-0,93;-0,886;-0,848;0,019
"1945";-0,992;-1,791;1,416;1,572;-1,018;1,021
"160";0,139;-0,025;0,071;-0,886;0,122;0,019
"08";0,385;0,009;-0,744;-0,708;-0,679;2,89
"teu";-0,661;-1,194;-0,744;11,258;0,356;-0,856
"regularmente";-0,496;3,235;-0,558;-0,531;-0,509;0,51
"quarenta";-0,661;0,009;0,263;3,827;-0,679;-0,856
"perfeitamente";-0,661;-1,194;10,655;-0,708;-0,679;0,15
"particularmente";-0,661;-1,194;3,567;-0,708;-0,679;2,89
"originalmente";0,139;-0,025;2,24;-0,886;0,122;-1,07
"n";-0,496;-0,895;-0,558;0,786;6,586;-0,642
"minimamente";2,74;-1,493;0,071;2,439;-0,848;-1,07
"l";-0,496;-0,895;-0,558;0,786;0,858;0,51
"inteiramente";-0,661;1,65;-0,744;0,311;0,356;-0,856
"indiretamente";0,385;6,117;-0,744;-0,708;-0,679;-0,856
"historicamente";-0,661;-1,194;3,567;0,311;0,356;-0,856
"duramente";0,139;-0,025;-0,93;-0,886;-0,848;6,189
"corretamente";0,139;-0,025;-0,93;0,096;2,623;-1,07
"consequentemente";0,385;0,009;0,263;-0,708;0,356;-0,856
"anualmente";-0,496;-0,895;-0,558;-0,531;0,858;4,973
"acaso";0,905;-0,895;-0,558;0,786;-0,509;0,51
"900";-0,661;1,65;0,263;0,311;-0,679;-0,856
"89";4,219;-1,194;-0,744;-0,708;0,356;0,15
"68";0,905;-0,895;-0,558;0,786;0,858;-0,642
"63";-0,496;10,057;-0,558;-0,531;-0,509;-0,642
"550";-0,661;0,009;0,263;-0,708;-0,679;2,89
"513";-0,827;-1,493;-0,93;-0,886;29,492;-1,07
"450";-0,496;3,235;-0,558;-0,531;-0,509;0,51
"2019";-0,661;-1,194;-0,744;0,311;11,812;-0,856
"1998";-0,827;-0,025;-0,93;-0,886;2,623;1,726
"128";-0,496;3,235;-0,558;-0,531;-0,509;0,51
"ó";-0,661;0,009;-0,744;11,258;-0,679;-0,856
"sétimo";0,905;-0,895;-0,558;-0,531;6,586;-0,642
"suficientemente";4,219;-1,194;0,263;-0,708;-0,679;0,15
"semanalmente";-0,496;0,182;-0,558;-0,531;-0,509;4,973
"repetidamente";-0,661;-1,194;0,263;-0,708;-0,679;9,075
"penalmente";6,793;-0,895;-0,558;-0,531;0,858;-0,642
"onze";-0,496;3,235;-0,558;0,786;-0,509;-0,642
"moralmente";-0,496;0,182;0,708;-0,531;-0,509;0,51
"liminarmente";12,163;-1,194;-0,744;0,311;-0,679;-0,856
"injustamente";0,385;0,009;3,567;-0,708;-0,679;-0,856
"hein";0,385;-1,194;-0,744;3,827;0,356;-0,856
"fisicamente";0,385;0,009;-0,744;3,827;-0,679;-0,856
"excessivamente";-0,496;0,182;0,708;0,786;-0,509;-0,642
"eis";0,905;-0,895;0,708;0,786;-0,509;-0,642
"disparado";-0,661;-1,194;0,263;-0,708;-0,679;9,075
"desligado";-0,496;0,182;-0,558;6,259;-0,509;-0,642
"deliberadamente";-0,661;-1,194;3,567;-0,708;-0,679;2,89
"continuamente";-0,496;-0,895;0,708;-0,531;-0,509;4,973
"contigo";-0,496;-0,895;-0,558;16,951;-0,509;-0,642
"ativamente";-0,496;3,235;-0,558;-0,531;0,858;-0,642
"adequadamente";0,385;-1,194;3,567;-0,708;0,356;-0,856
"86";-0,661;0,009;0,263;-0,708;0,356;0,15
"72";6,793;-0,895;-0,558;-0,531;-0,509;0,51
"480";0,385;6,117;-0,744;-0,708;-0,679;-0,856
"380";-0,661;6,117;-0,744;-0,708;0,356;-0,856
"350";6,793;-0,895;-0,558;-0,531;-0,509;0,51
"1989";-0,496;-0,895;-0,558;0,786;6,586;-0,642
"1953";-0,496;0,182;-0,558;-0,531;-0,509;4,973
"1950";0,905;-0,895;-0,558;0,786;-0,509;0,51
"1848";-0,496;-0,895;16,145;-0,531;-0,509;-0,642
"130";-0,496;3,235;-0,558;-0,531;-0,509;0,51
"tua";-0,496;0,182;-0,558;0,786;0,858;-0,642
"textualmente";-0,496;10,057;-0,558;-0,531;-0,509;-0,642
"substancialmente";-0,496;0,182;-0,558;-0,531;0,858;0,51
"sistematicamente";-0,496;0,182;0,708;-0,531;-0,509;0,51
"separadamente";0,905;-0,895;0,708;-0,531;0,858;-0,642
"secretamente";-0,496;-0,895;5,904;-0,531;-0,509;0,51
"psicologicamente";0,905;0,182;-0,558;-0,531;-0,509;0,51
"potencialmente";-0,496;0,182;-0,558;-0,531;-0,509;4,973
"porquê";-0,496;-0,895;-0,558;6,259;0,858;-0,642
"permanentemente";0,905;-0,895;0,708;-0,531;0,858;-0,642
"mutuamente";-0,496;-0,895;16,145;-0,531;-0,509;-0,642
"materialmente";18,161;-0,895;-0,558;-0,531;-0,509;-0,642
"lentamente";-0,496;-0,895;5,904;-0,531;-0,509;0,51
"interinamente";-0,496;0,182;0,708;-0,531;0,858;-0,642
"francamente";-0,496;-0,895;-0,558;-0,531;-0,509;14,029
"firmemente";-0,496;-0,895;-0,558;-0,531;-0,509;14,029
"exemplarmente";6,793;-0,895;0,708;-0,531;-0,509;-0,642
"duzentos";-0,496;3,235;-0,558;0,786;-0,509;-0,642
