"";"classe 1";"classe 2";"classe 3";"classe 4"
"assim";-0,409;-0,001;0,424;-0,002
"qual";0,187;2,951;-0,729;-1,675
"apenas";-5,547;0,024;2,266;0,215
"nunca";5,606;-8,508;1,284;-0,079
"mil";-5,32;38,041;-3,111;-6,097
"contra";-0,411;-8,142;0,321;8,586
"após";-7,912;-10,376;-0,971;46,373
"desde";-0,297;0,417;-2,176;1,694
"tentar";-0,265;-4,024;0,27;3,984
"tipo";1,723;-0,227;2,511;-5,18
"três";-1,595;-2,824;3,263;1,113
"nosso";0,322;-3,285;2,576;-0,067
"cada";0,105;2,854;2,745;-13,477
"pouco";16,8;-4,024;0,808;-6,44
"muita";9,237;-5,703;3,615;-4,805
"menos";-0,411;-0,259;4,705;-1,135
"antes";3,631;-4,624;0,723;-0,134
"1";-4,857;10,62;-5,608;1,03
"qualquer";0,126;-0,069;0;-0,002
"alguma";2,486;-0,809;-0,055;-0,071
"quase";-1,074;2,603;1,013;-2,957
"este";-1,238;1,062;-0,206;0,161
"algo";2,578;-2,03;0,591;-0,572
"20";-0,098;-1,746;0,385;1,03
"quanto";0,322;3,136;-1,324;-1,38
"lá";11,013;-1,011;-0,115;-2,637
"nossa";2,142;-2,331;0,389;-0,144
"5";-0,289;4,213;-0,633;-0,674
"3";-3,887;1,113;0,027;0,284
"hora";0,385;-3,307;0,166;0,798
"aí";41,511;-2,138;-2,878;-6,853
"vário";-0,499;1,734;-0,015;-0,344
"tanto";1,067;-2,288;0,103;0,088
"nós";1,106;1,032;-3,007;-0,066
"dentro";2,122;-1,046;0,309;-0,674
"agora";5,003;-0,65;-0,341;-0,371
"sim";1,775;-0,483;0,001;-0,269
"nenhum";-0,992;-4,989;0,308;6,901
"dez";-0,247;0,395;-0,155;0,039
"aqui";2,578;-2,03;1,611;-1,575
"aquele";7,092;-1,649;0,003;-1,307
"10";0,463;0,319;-1,107;-0,02
"tão";-0,264;0,033;0,848;-0,41
"2015";-2,147;3,136;-2,592;1,243
"cinco";-1,546;0,145;-5,342;9,21
"2";-6,161;9,701;-0,478;-0,067
"fim";1,412;1,396;0,166;-7,21
"através";-3,658;-1,596;7,273;0,106
"2017";0,003;-0,101;-4,647;5,89
"pro";9,476;-1,459;0,001;-2,458
"ali";7,092;-1,649;0,42;-3,001
"quatro";-0,171;-2,961;0,308;2,491
"30";1,067;-0,942;-0,055;0,088
"15";-2,952;-3,659;-0,537;17,93
"2016";-0,372;-0,201;-3,007;7,492
"maioria";0,032;-0,318;7,103;-5,028
"100";-0,006;9,398;-3,281;-1,58
"logo";-0,143;-5,142;1,053;2,677
"atrás";1,465;-0,792;-0,007;-0,01
"abaixo";-3,427;0,395;-0,155;2,008
"talvez";1,097;-0,159;1,595;-3,223
"sob";0,175;-2,288;-0,055;1,973
"mim";11,004;-5,941;0,42;-1,307
"aquela";1,651;0,345;-0,763;-0,786
"entanto";-0,821;-0,001;3,208;-0,865
"22";-3,674;0,198;-1,266;5,728
"si";0,422;-0,005;0,615;-1,686
"principalmente";0,042;-1,303;4,1;-1,073
"perto";0,734;-3,088;0,048;0,651
"mal";0,702;0,016;1,021;-3,583
"2012";1,053;0,043;-2,287;0,137
"12";-1,594;-3,463;-1,266;17,319
"somente";-0,659;7,965;-0,626;-1,864
"ninguém";4,888;-3,088;0,048;-0,17
"aquilo";4,735;-4,346;0,615;-0,373
"apesar";-0,039;5,2;-0,626;-1,864
"50";0,23;-0,792;1,537;-0,575
"11";-0,013;0,366;0,009;-0,373
"7";-0,013;0,366;-0,354;0,006
"4";-1,379;0,001;-1,01;4,108
"21";0,032;-1,348;4,217;-1,046
"tal";-0,768;-0,005;4,68;-1,686
"diante";0,105;0,684;-2,287;0,137
"200";-3,18;7,201;-0,77;-0,069
"inclusive";-2,196;3,349;-0,068;-0,076
"9";1,097;-0,159;0,251;-1,073
"8";-0,408;-0,159;4,1;-1,073
"14";-0,964;1,085;-0,55;0,312
"13";-0,143;0,684;-0,77;0,137
"alguém";0,23;-0,061;3,61;-4,305
"40";-0,408;1,182;0,251;-1,073
"24";-0,143;-1,061;-2,287;8,42
"19";-0,143;-0,169;-0,77;2,677
"sete";-3,18;-1,061;1,053;2,677
"seis";-0,582;5,031;-1,342;-0,204
"oito";-0,964;-0,061;-0,55;3,517
"embora";0,001;0,346;0,509;-1,786
"60";3,574;0,118;-1,045;-1,073
"te";15,737;-3,155;-0,004;-2,863
"esta";-1,951;1,89;0,55;-0,786
"acima";-0,408;-0,159;0,251;0,234
"80";1,097;0,118;-1,045;-0,076
"23";-1,706;0,748;-0,503;1
"2013";0,153;-0,04;-0,763;0,524
"trás";0,422;-0,005;-0,354;0,006
"lhe";1,097;-1,303;1,595;-1,073
"atualmente";0,366;6,494;-2,473;-2,504
"6";0,366;0,001;0,024;-0,521
"16";0,001;-0,333;-0,189;0,98
"realmente";1,337;-1,968;-0,094;0,489
"quê";0,001;0,346;-0,094;-0,102
"extremamente";-0,973;0,943;1,198;-1,428
"bilhão";-1,951;20,482;-2,828;-2,863
"ambos";-1,951;-0,04;0,55;0,524
"17";-0,253;0,345;-0,763;0,524
"recentemente";-0,123;0,748;0,024;-0,521
"povo";15,597;-0,395;-2,118;-2,145
"comigo";7,472;-3,551;0,251;-1,073
"300";-0,253;0,345;-0,763;0,524
"2010";-1,951;-0,04;0,55;0,524
"2008";-1,951;-0,977;0,55;2,339
"18";-1,706;0,001;1,035;0,019
"000";-0,973;-0,02;-0,002;1,167
"totalmente";-0,973;-1,574;1,198;1,167
"politicamente";8,513;0,079;-2,118;-2,145
"ontem";-1,217;-1,968;3,008;0,489
"normalmente";-0,031;0,079;-0,274;0,155
"infelizmente";2,434;-2,759;0,024;0,019
"corrente";-0,031;9,048;-2,118;-2,145
"bastante";0,364;-1,18;0,083;0,078
"29";-1,462;-0,395;0,167;1,752
"27";-0,253;1,89;-0,004;-0,786
"25";-0,031;0,079;0,167;-0,286
"2018";23,629;-0,977;-2,828;-2,863
"150";1,651;4,676;-2,828;-2,863
"provavelmente";-0,031;-0,395;-0,274;1,752
"necessariamente";0,364;-1,18;2,579;-1,07
"cuja";-0,123;0,748;1,035;-2,504
"cima";2,368;-1,574;-1,41;1,167
"aproximadamente";-1,217;6,652;-0,094;-1,786
"31";-1,217;-0,166;-0,094;2,948
"2014";0,364;-1,18;-1,057;2,534
"quinto";-1,217;-1,968;-0,094;7,479
"diretamente";-0,031;9,048;-2,118;-2,145
"cujo";-0,031;0,079;0,167;-0,286
"consigo";0,73;0,079;0,167;-2,145
"completamente";0,73;-2,363;5,168;-2,145
"2004";20,662;-1,968;-1,764;-1,786
"0";-0,729;2,199;-1,057;0,078
"novamente";-0,973;-0,02;-0,002;1,167
"longe";0,001;-0,166;0,509;-0,102
"justamente";0,364;-1,18;2,579;-1,07
"constantemente";0,001;-0,166;-0,094;0,489
"cedo";3,557;-2,363;-0,274;0,155
"aliás";4,249;-1,18;0,083;-1,07
"absurdamente";-1,217;0,346;3,008;-1,786
"800";-0,973;4,341;-1,41;-0,003
"70";0,001;2,508;-1,764;-0,102
"51";-0,973;0,943;-0,002;-0,003
"33";-0,973;4,341;-1,41;-0,003
"32";-1,462;0,079;-0,274;1,752
"26";-1,217;0,346;-1,764;2,948
"2011";-0,973;4,341;-0,002;-1,428
"2009";-1,217;6,652;-1,764;-0,102
"2005";0,076;-0,02;-0,002;-0,003
"praticamente";0,076;-0,02;-0,002;-0,003
"isto";-0,729;-1,18;2,579;0,078
"dificilmente";-0,729;0,039;2,579;-1,07
"diariamente";-0,973;0,943;1,198;-1,428
"certamente";4,249;0,039;-1,057;-1,07
"aparentemente";0,001;-1,968;-0,094;2,948
"amanhã";0,076;-1,574;1,198;-0,003
"48";-0,973;-0,02;-1,41;4,918
"45";-1,217;6,652;-1,764;-0,102
"36";-1,217;0,346;3,008;-1,786
"34";0,001;-0,166;3,008;-1,786
"2003";0,364;2,199;-1,057;-1,07
"simplesmente";-0,729;0,039;2,579;-1,07
"jamais";2,368;-0,02;-0,002;-1,428
"facilmente";-0,973;-0,02;4,997;-1,428
"demais";-0,729;-1,18;-1,057;8,439
"debaixo";-0,729;-1,18;8,544;-1,07
"cá";0,076;0,943;-1,41;-0,003
"claramente";-0,729;0,039;-1,057;2,534
"anualmente";0,076;4,341;-1,41;-1,428
"84";-0,729;-1,18;0,083;2,534
"75";-0,973;10,216;-1,41;-1,428
"56";-0,729;2,199;0,083;-1,07
"52";-0,729;-1,18;-1,057;8,439
"28";-0,729;0,039;0,083;0,078
"2006";-0,973;0,943;1,198;-1,428
"1997";0,076;-0,02;-1,41;1,167
"u";-0,729;-1,18;-1,057;8,439
"sexto";-0,729;-1,18;0,083;2,534
"posteriormente";-0,729;-1,18;2,579;0,078
"oficialmente";0,364;-1,18;-1,057;2,534
"68";-0,729;7,658;-1,057;-1,07
"61";-0,729;-1,18;-1,057;8,439
"600";-0,729;2,199;-1,057;0,078
"55";-0,729;2,199;-1,057;0,078
"39";0,364;0,039;-1,057;0,078
"37";-0,729;7,658;-1,057;-1,07
"1986";-0,729;0,039;0,083;0,078
"*txt_1136";-1,742;-9,153;-0,902;27,346
"*txt_1112";-6,554;-18,992;94,211;-8,5
"*txt_1018";-0,729;-1,18;-1,057;8,439
"*txt_1297";-3,18;-5,142;12,708;0,137
"*txt_1117";-3,674;-5,941;-5,324;42,5
"*txt_1130";-10,391;-21,625;-10,117;117,279
"*txt_1014";6,766;-1,862;4,262;-9,04
"*txt_1118";-2,442;-1,644;21,392;-3,583
"*txt_1016";-0,162;-16,498;-12,144;63,828
"*txt_1010";-0,031;-2,363;10,275;-2,145
"*txt_1011";165,872;-22,74;-2,785;-25,638
"*txt_1013";27,697;-3,551;-1,045;-3,223
"*txt_1051";-6,325;-14,032;-3,955;65,256
"*txt_1078";-0,973;-1,574;-1,41;11,258
"*txt_1033";-0,729;-1,18;2,579;0,078
"*txt_1056";-0,973;-1,574;-1,41;11,258
"*txt_1031";-0,372;-8,347;-4,994;32,85
"*txt_1072";19,534;-3,551;-3,183;-0,076
"*txt_1073";1,183;-0,786;0,598;-0,713
"*txt_1076";-1,742;-6,547;-0,222;18,276
"*txt_1077";-1,706;-2,759;19,985;-2,504
"*txt_1039";-3,943;-0,03;-1,358;9,776
"*gr_02";18,702;76,181;-125,044;-2,789
"*txt_1044";13,705;-4,346;0,009;-1,686
"*txt_1096";-0,243;-0,393;2,845;-0,356
"*txt_1312";0;0;0;0
"*txt_1083";-2,732;-14,032;43,262;-1,535
"*txt_1119";146,508;-17,738;-6,73;-16,096
"*gr_01";-18,702;-76,181;125,044;2,789
"*txt_1160";-5,162;-8,347;-4,994;52,253
"*txt_1161";-7,164;-11,583;-7,812;75,3
"*txt_1162";-0,243;-0,393;2,845;-0,356
"*txt_1084";-9,948;39,764;-0,772;-7,45
"*txt_1147";-26,261;188,491;-15,498;-30,191
"*txt_1144";116,829;-14,852;-6,308;-10,846
"*txt_1125";0,422;-0,547;4,68;-3,944
"*txt_1102";4,035;-5,941;5,865;-3,001
"*txt_1009";9,669;-9,961;2,576;-1,38
"*txt_1085";-3,186;-4,016;-3,32;29,958
"*txt_1104";-0,243;-0,393;2,845;-0,356
"*txt_1003";-0,243;-0,393;2,845;-0,356
"*txt_1002";-0,486;0,471;0,598;-0,713
"*txt_1000";-44,673;523,024;-72,162;-79,037
"*txt_1107";-2,952;-8,347;0,072;17,93
"*txt_1069";-0,626;-14,032;25,2;-0,214
"*txt_1244";0,076;-1,574;1,198;-0,003
"*txt_1027";-3,427;-5,541;-1,01;25,77
"*txt_1246";0,364;-1,18;0,083;0,078
"*txt_1021";-2,442;-3,948;-1,342;21,105
"*txt_1265";-0,486;-0,786;5,693;-0,713
"*txt_1023";-2,998;10,62;-2,293;-0,069
"*txt_1242";1,183;-0,786;0,598;-0,713
"*txt_1047";2,206;-0,32;3,208;-6,481
"*txt_1183";-4,913;44,647;-4,647;-7,21
"*txt_1063";1,412;-6,34;7,668;-1,58
"*txt_1181";0,319;3,253;-0,63;-2,44
"*txt_1028";-11,226;96,982;-11,186;-13,803
"*txt_1184";0;0;0;0
"*txt_1055";-2,795;-19,814;9,345;9,054
"*txt_1026";-10,642;-22,045;156,88;-22,552
"*txt_1041";115,714;-13,683;-3,111;-17,226
"*txt_1217";-1,217;-1,968;14,258;-1,786
"*txt_1262";-2,196;-3,551;18,578;-1,073
"*txt_1005";-3,18;-2,718;-0,059;12,492
"*txt_1095";1,996;-4,346;8,139;-3,944
"*txt_1046";-1,951;-3,155;22,854;-2,863
"*txt_1170";-2,196;-3,551;-3,183;25,407
"*txt_1090";0,084;2,377;0,029;-4,029
"*txt_1221";-0,243;-0,393;2,845;-0,356
"*txt_1154";59,589;-6,608;-3,768;-5,716
"*txt_1152";1,183;-0,786;-0,704;0,583
"*txt_1194";-5,661;-4,377;-0,902;27,346
"*txt_1253";-1,462;-0,395;10,275;-2,145
