"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"advertir";0,021;0,044;0,028;0,082;0,018;0,408;0
"absoluto";0,064;0,75;0;0,738;0,384;0,8;0,702
"violento";0,115;0,052;0,034;0;0,022;0,057;0,047
"transparência";0,024;0,16;0;0;0,068;0,439;0,044
"tramitação";0,007;0;0,993;0,243;0,068;0;0,044
"telefônico";0,008;0,174;0;0,029;0,076;0,057;0,14
"telefone";0,055;0,406;0,108;0,523;0,189;0,052;0,416
"tamanho";0,27;0,174;0,304;0,115;0,076;0,288;0,747
"suspeito";0,527;0,118;0,087;0,267;0,828;0,189;0,16
"rico";0,005;0,061;0,139;0,215;0,095;0,214;0,475
"ribeiro";0,54;0,246;0;0,035;0,955;0,545;0,056
"relativo";0,024;0,372;0,993;0,243;0;0,439;0,376
"promotor";0,043;0;0,789;0,354;0,285;0,072;0,061
"pressionar";0,074;0,16;0,278;0,243;0,081;0,175;0
"presidir";0,085;0,694;0,087;0,972;0,461;0,098;0,406
"preferir";0,186;0,009;0,993;0,026;0,189;0,032;0,416
"natural";0;0,901;0,037;0,615;0,024;0,061;0,174
"nascer";0;0,061;0,041;0,495;0,027;0,214;0,056
"monica";0,872;0,174;0,631;0,029;0;0,057;0,047
"mau";0;0,052;0,034;0,299;0,022;0,472;0,16
"manobra";0,186;0,16;0,031;0,677;0,421;0,329;0
"jeito";0;0,189;0,127;0,032;0,89;0,061;0,052
"jantar";0,074;0,16;0,032;0,677;0,081;0,849;0,376
"itália";0;0,189;0,127;0,555;0,505;0,205;0,852
"guimarães";0,527;0,848;0,001;0,029;0,076;0,024;0,047
"favorecer";0,186;0,048;0,278;0,677;0;0,175;0,376
"estrangeiro";0,872;0,052;0,304;0;0,461;0,057;0,369
"doar";0,98;0,066;0,397;0,055;0,006;0,586;0,061
"dem_rj";0,007;0,16;0,104;0,026;0,02;0;0,044
"contestar";0,186;0;0,993;0,09;0,217;0,439;0,044
"consumo";0,012;0,066;0,045;0;0,03;0,072;0,061
"conservador";0;0,048;0,031;0,911;0,068;0,032;0,75
"complexo";0;0,406;0,584;0,677;0,068;0,175;0,147
"caro";0,041;0,052;0,631;0,035;0,828;0,472;0,16
"andrea";0,043;0,066;0;0,039;0,106;0,072;0,061
"aliança";0,112;0,061;0,041;0,323;0,095;0;0,63
"alertar";0,872;0,052;0,034;0,267;0,412;0,472;0
"afastamento";0,097;0;0,017;0,11;0,024;0,205;0,052
"adequado";0,186;0,16;0,031;0;0,189;0,694;0,376
"voz";0;0,438;0,034;0,972;0,209;0,057;0,747
"turno";0,012;0,066;0,045;0,039;0,106;0;0,061
"tráfico";0,024;0,863;0,021;0,166;0,351;0,283;0,072
"tcu";0,01;0,581;0,821;0,323;0;0,222;0,056
"submarino";0,239;0,056;0,127;0,294;0,024;0,061;0
"serra";0,109;0,242;0,169;0,043;0,497;0;0,066
"referente";0,008;0,438;0,034;0,616;0;0,057;0,047
"recusar";0,239;0,024;0,207;0,11;0,89;0,507;0,689
"potência";0,009;0,056;0,037;0,11;0,024;0,061;0
"pequim";0,008;0,052;0,115;0,267;0,022;0,057;0
"luís";0,033;0;0,884;0,032;0,696;0,061;0,052
"lutar";0;0,056;0,037;0,615;0,024;0,205;0,324
"legado";0,141;0,066;0,045;0;0,03;0,477;0,513
"islâmico";0,033;0,056;0,037;0,032;0,024;0,061;0
"irã";0,827;0,056;0,037;0,11;0,024;0,205;0
"interior";0,003;0,799;0,206;0,906;0,757;0,091;0,268
"inimigo";0,459;0,472;0,332;0,555;0,024;0,953;0,006
"importância";0,435;0,694;0,115;0;0,022;0,9;0,406
"impor";0,827;0,901;0,332;0,032;0,085;0,507;0
"imediato";0,211;0,118;0,304;0,567;0,461;0,098;0,369
"fundamento";0,757;0;0,947;0,1;0,076;0,057;0,16
"fronteira";0,827;0,056;0,127;0,965;0,085;0,061;0
"francisco";0,001;0,524;0,009;0,039;0,03;0,241;0,061
"fornecer";0,435;0,052;0,631;0,035;0,063;0,057;0,369
"foguete";0,009;0,056;0,037;0,615;0,024;0,061;0
"fator";0,222;0,472;0,127;0;0,085;0,585;0,052
"estudar";0,002;0,637;0,68;0,615;0,024;0,953;0,439
"estadão";0,459;0,472;0,207;0,032;0,024;0;0,052
"elogiar";0,211;0,848;0,631;0,029;0,022;0,001;0
"durar";0,012;0,848;0,034;0,972;0,209;0,288;0,8
"deus";0;0,056;0,332;0,11;0,024;0,205;0,439
"demanda";0,211;0,052;0,304;0;0,076;0,9;0,8
"deflagrar";0,008;0,052;0;0,1;0,209;0,189;0,047
"definitivo";0,008;0;0,115;0,008;0,461;0,9;0,16
"daniel";0,393;0,581;0,012;0,035;0,955;0,991;0,056
"crítico";0,089;0,189;0,332;0,965;0,085;0,018;0,852
"confronto";0,507;0,532;0,12;0,181;0,332;0,559;0,001
"conferir";0,222;0,472;0,069;0,965;0,085;0,205;0,689
"classificar";0,085;0,694;0,304;0,035;0,076;0,9;0,009
"caravana";0;0,591;0,322;0,043;0,034;0,15;0,066
"bombardeio";0,01;0,061;0,041;0,035;0,027;0,066;0
"bolsa";0,98;0,066;0,045;0;0,106;0,18;0,061
"bastar";0,001;0,694;0,115;0,616;0,461;0,472;0,047
"baseado";0,239;0,637;0,207;0,615;0,696;0,507;0,689
"aproveitar";0;0,052;0,115;0,616;0,076;0,288;0,406
"anúncio";0,872;0,438;0,115;0,029;0,022;0,098;0
"amplo";0,872;0,032;0,115;0,115;0,022;0,9;0,747
"afetar";0,041;0,438;0,631;0,115;0,076;0,189;0,747
"venezuela";0;0,061;0,041;0,215;0,027;0,991;0,189
"trânsito";0,581;0,054;0,133;0,003;0,375;0,611;0,161
"tributário";0,038;0,061;0,139;0;0,552;0,531;0,056
"trf4";0,01;0;0,041;0,035;0,552;0,066;0,056
"tratamento";0,901;0,246;0,363;0,001;0,257;0,545;0,056
"tese";0,827;0;0,332;0,11;0,358;0,205;0,174
"submeter";0,112;0,246;0,821;0,666;0,307;0,531;0,475
"sentir";0,014;0,986;0,154;0,135;0,106;0,001;0,206
"retornar";0,794;0,024;0,332;0,11;0,505;0,003;0,052
"renato";0,347;0,242;0,049;0,043;0;0,078;0,066
"psol";0,038;0,957;0,363;0,035;0,095;0;0,056
"provocação";0,239;0,189;0,037;0,032;0,024;0,507;0
"protestar";0,02;0,64;0,148;0,137;0,423;0,029;0,614
"propaganda";0,939;0,072;0,049;0,15;0,018;0,001;0,555
"profundo";0,222;0,056;0,332;0;0,024;0,507;0,689
"prioridade";0,089;0,056;0,332;0,026;0,024;0,507;0,115
"primo";0,01;0,205;0;0,035;0,955;0,066;0,056
"preservar";0,485;0,189;0,069;0,005;0,505;0,061;0,852
"porta_aviões";0,01;0,061;0,041;0,035;0,027;0,066;0
"orientação";0,179;0,205;0,821;0,035;0,001;0,991;0,056
"orientar";0,271;0,205;0,733;0,323;0;0,222;0,189
"ocidental";0,128;0,066;0,045;0,833;0,03;0,072;0
"motivar";0,901;0,205;0,173;0,072;0,257;0,991;0,475
"montar";0,169;0,863;0,623;0,841;0,832;0,372;0,912
"mercadante";0,021;0,738;0;0,059;0,047;0,099;0,086
"matéria";0,636;0,209;0,755;0,135;0,106;0,001;0,061
"juntar";0,794;0,901;0,332;0,032;0,358;0,079;0,689
"jaburu";0,033;0,056;0;0,032;0,89;0,205;0,052
"instrumento";0,636;0,223;0,789;0;0,285;0,934;0,061
"físico";0,009;0,926;0,169;0;0,034;0,078;0,066
"fábrica";0,015;0,085;0,977;0,089;0,782;0,091;0,268
"extremo";0,008;0,472;0,332;0,255;0,024;0,507;0,689
"executar";0,827;0,901;0,037;0,294;0;0,507;0,689
"euro";0,014;0,072;0,049;0;0,316;0,078;0,225
"estrutura";0;0,591;0,049;0,765;0,316;0,629;0,225
"esperança";0,827;0,472;0,037;0;0,085;0,507;0,115
"domiciliar";0,014;0;0;0,043;0,118;0,078;0,066
"diplomático";0,033;0,056;0,037;0,555;0,024;0,061;0
"despesa";0,01;0,205;0,733;0,019;0;0,991;0,056
"contratar";0,901;0,509;0,363;0,495;0,001;0,545;0,056
"combinar";0,485;0,056;0,003;0,615;0,012;0,507;0,052
"alteração";0,097;0;0,332;0,032;0,89;0,079;0,174
"abandonar";0,485;0,056;0,127;0,005;0,024;0,507;0
"índice";0,112;0,061;0,041;0;0,027;0,545;0,189
"transporte";0,024;0,1;0,426;0,486;0,258;0,62;0,293
"tramitar";0,128;0;0,789;0,354;0,03;0,934;0,061
"tarefa";0,901;0,581;0,363;0,019;0,629;0,222;0,189
"sul_coreano";0,012;0,066;0,045;0,135;0,03;0,072;0
"sinal";0,02;0,061;0,041;0,215;0,257;0,991;0,28
"pé";0,001;0,509;0,733;0,122;0,027;0,013;0,189
"publicação";0,05;0,469;0,03;0,389;0,905;0,874;0,975
"proteção";0,737;0,636;0,187;0;0,038;0,813;0,246
"preocupar";0,049;0,066;0,154;0,013;0,03;0,18;0,513
"premiado";0,012;0,986;0;0,135;0,976;0,586;0,061
"porta";0;0,072;0,848;0,15;0,034;0,078;0,225
"polêmico";0,901;0,957;0,363;0,122;0,095;0;0,189
"petróleo";0,014;0,072;0,049;0;0,659;0,078;0,058
"parado";0,024;0,863;0,187;0,841;0,351;0,813;0,599
"padrão";0,005;0,205;0,733;0,019;0,095;0,066;0,475
"pacto";0,012;0,223;0,045;0,055;0;0,241;0,24
"ocupação";0;0,264;0,054;0,115;0,132;0,084;0,072
"moon";0,012;0,066;0,045;0,135;0,03;0,072;0
"maré";0;0,092;0,066;0,226;0,047;0,334;0,086
"marinho";0,014;0,926;0,049;0,041;0,034;0,15;0
"machado";0,014;0,242;0;0,043;0,905;0,078;0,066
"louco";0;0,092;0,228;0,059;0,047;0,334;0,003
"leniência";0,038;0,061;0,363;0,9;0;0,222;0,056
"jorge";0,112;0,018;0,733;0,323;0,629;0,013;0,056
"investir";0,221;0,264;0,054;0;0,832;0,084;0,072
"inicial";0,038;0;0,139;0,323;0;0,066;0,189
"gás";0,147;0,072;0,049;0,145;0,072;0,261;0,002
"g20";0,009;0,072;0,049;0,001;0,034;0,629;0,975
"frase";0;0,264;0,911;0,427;0,038;0,676;0,246
"fenômeno";0;0,066;0,045;0,178;0,03;0,241;0,965
"enfatizar";0,112;0,957;0,427;0,122;0,955;0,063;0,28
"embargo";0,018;0;0,206;0,184;0,042;0,091;0,648
"eliseu";0,01;0,061;0;0,035;0,257;0;0,056
"e_mail";0,012;0,066;0,045;0,039;0;0,072;0,061
"distribuir";0,715;0,205;0,363;0,666;0,008;0,531;0,189
"disposto";0,393;0,205;0,139;0,122;0,095;0,991;0
"demorar";0,54;0;0,041;0,495;0,257;0,214;0,189
"cuba";0;0,085;0,06;0,053;0,042;0,308;0,399
"conspiração";0;0,092;0,066;0,059;0,047;0,334;0,78
"confiar";0,6;0,061;0,373;0,72;0,03;0,18;0,513
"britânico";0,409;0,085;0,06;0,626;0,148;0,308;0
"botar";0;0,205;0,363;0,323;0,027;0,222;0,056
"benjamin";0,012;0;0,154;0,039;0,285;0,072;0,206
"beneficiário";0,01;0,061;0,139;0,666;0;0,545;0,056
"basear";0,049;0,986;0,397;0,436;0,976;0,072;0,513
"aquisição";0,012;0,066;0,045;0,833;0;0,072;0,061
"ampliar";0,901;0,246;0,041;0,001;0,257;0,991;0,189
"alterar";0,043;0,061;0,154;0,013;0,106;0,477;0,571
"alerta";0,271;0,061;0,139;0,495;0,955;0,991;0
"absolvição";0,016;0;0,474;0,048;0,832;0,084;0,072
"1o";0,112;0,246;0,012;0,035;0,629;0,531;0,475
"ódio";0;0,264;0,054;0,166;0,038;0,084;0,246
"vontade";0,024;0,264;0,474;0,427;0,351;0,813;0,456
"venezuelano";0;0,072;0,049;0,779;0,034;0,15;0,066
"transação";0,014;0,072;0,434;0,389;0;0,078;0,975
"terrorista";0,895;0,092;0,066;0,059;0,047;0,099;0
"televisão";0,737;0,264;0,187;0,841;0,832;0,372;0,044
"superar";0,128;0,223;0,045;0;0,603;0,241;0,513
"substituir";0,128;0;0,397;0,354;0,106;0,18;0,206
"seguro";0,6;0,066;0,045;0,013;0,259;0,241;0,074
"retaliação";0,128;0,223;0,154;0,135;0,03;0,001;0
"representação";0,058;0,144;0,623;0,03;0,132;0,122;0,072
"renunciar";0,012;0,548;0,04;0,039;0,106;0;0,513
"quilômetro";0,98;0,223;0,154;0,354;0,106;0,072;0
"provável";0,558;0,926;0,434;0,389;0,034;0,15;0,058
"processual";0,043;0;0,001;0,039;0,106;0,072;0,061
"previsão";0,98;0,524;0,154;0,013;0,03;0,049;0,206
"posicionar";0,274;0,591;0,169;0,043;0,118;0,001;0,202
"peso";0,347;0,591;0,434;0;0,118;0,261;0,202
"pacote";0,666;0,926;0,169;0,389;0,497;0,424;0,202
"operar";0,854;0,636;0,474;0,325;0,433;0,084;0,456
"normal";0,001;0,986;0,789;0,354;0,603;0,586;0,061
"natureza";0,003;0,986;0,373;0,833;0,106;0,241;0,061
"meta";0,347;0,072;0,049;0;0,118;0,874;0,555
"marun";0,043;0,524;0,755;0,039;0,03;0;0,061
"marca";0,854;0,078;0,623;0,115;0,175;0,676;0,072
"lucro";0,058;0,078;0,054;0;0,012;0,283;0,072
"licitação";0,012;0;0,789;0,135;0;0,241;0,061
"jair";0,306;0,223;0,045;0,039;0,03;0;0,061
"item";0,05;0,591;0,049;0,15;0;0,261;0,066
"influenciar";0,636;0,986;0,154;0,055;0,563;0,934;0,061
"haddad";0,067;0,085;0,206;0,053;0,389;0;0,079
"gosto";0;0,085;0,06;0,469;0,389;0,726;0,079
"fraude";0,012;0,013;0;0,72;0,603;0,241;0,061
"fiscalização";0,05;0,242;0;0,009;0,316;0,078;0,225
"etapa";0,169;0,636;0,004;0,427;0,175;0,813;0,072
"estrada";0;0,072;0,848;0,379;0,316;0,078;0,225
"endereço";0,737;0,863;0,089;0,166;0,002;0,084;0,072
"edição";0,768;0,085;0,015;0,906;0,782;0,75;0,268
"dispor";0,014;0,072;0,169;0,041;0,018;0,874;0,202
"determinação";0,6;0,548;0,789;0,135;0,603;0,586;0
"desemprego";0,666;0,072;0,049;0;0,034;0,629;0,066
"desejar";0,001;0,223;0,045;0,833;0,03;0,241;0,017
"descrever";0,939;0,591;0,689;0,15;0;0,261;0,225
"descartar";0,666;0,469;0,169;0,779;0,118;0,006;0,513
"delito";0,043;0;0,009;0,72;0,285;0,072;0,061
"delcídio";0,021;0,313;0;0,059;0,047;0,099;0,086
"cuidar";0,558;0,591;0,169;0,389;0,072;0,15;0,225
"comitê";0,939;0,242;0,169;0,009;0,034;0,261;0,002
"centrão";0,067;0,085;0,518;0,053;0,042;0;0,079
"carolina";0;0,524;0,789;0,039;0,03;0,934;0,206
"braga";0,813;0,085;0,228;0,004;0,782;0,726;0,079
"belo";0,221;0,078;0;0,841;0,132;0,676;0,072
"avançado";0,014;0,242;0,049;0;0,118;0,629;0,202
"amarillo";0;0,13;0,098;0,312;0,262;0,138;0,948
"adversário";0,003;0,524;0,154;0,039;0,03;0;0,061
"abin";0,147;0,242;0;0,389;0,034;0,078;0,066
"ônibus";0;0,245;0,205;0,192;0,714;0,884;0,236
"índio";0,737;0,078;0,187;0,427;0,038;0,084;0
"áfrica";0,169;0,264;0,054;0;0,718;0,283;0,044
"urgência";0,442;0,361;0,518;0,906;0,042;0;0,079
"título";0,035;0,591;0,049;0,145;0,905;0,261;0,555
"tranquilo";0,009;0,591;0,113;0,15;0,905;0,261;0,066
"sozinho";0;0,078;0,474;0,048;0,433;0,283;0,912
"satélite";0,018;0,085;0,977;0,053;0,042;0,091;0
"rumo";0,813;0,085;0,015;0,004;0,042;0,726;0,268
"retomar";0,347;0,047;0,689;0,389;0,659;0,424;0,555
"reserva";0,939;0,072;0,434;0,779;0;0,629;0,066
"recuperação";0,442;0,287;0,06;0,274;0,782;0;0,079
"quadro";0,002;0,738;0,066;0,067;0,851;0,099;0,086
"preto";0,339;0,092;0,566;0,204;0,027;0,275;0,293
"prestação";0,018;0,287;0,068;0,053;0;0,091;0,079
"ponte";0,895;0,313;0,228;0,976;0,431;0;0,293
"pib";0,018;0,085;0,06;0;0,042;0,091;0,079
"pezão";0,222;0,313;0,066;0,515;0,166;0;0,086
"perseguir";0,024;0,863;0,187;0,841;0,718;0,676;0,599
"ouro";0,221;0,078;0,911;0,325;0,175;0,676;0,072
"objetivo";0,939;0,926;0,689;0,043;0,034;0,874;0
"moscou";0,05;0,072;0,049;0,043;0,034;0,078;0
"missão";0,558;0,591;0,434;0,779;0,905;0,261;0,058
"mineiro";0,442;0,685;0;0,184;0,782;0,323;0,079
"litoral";0,347;0,242;0,848;0,15;0;0,078;0,225
"juro";0,194;0,287;0,206;0;0,148;0,091;0,079
"interromper";0,737;0,636;0,474;0,841;0,351;0,813;0,008
"integração";0,021;0,092;0;0,226;0,313;0,334;0,086
"instalar";0,737;0,264;0,089;0,427;0,832;0,676;0,456
"inocente";0,147;0;0,434;0,043;0,905;0,261;0,202
"ilha";0,666;0,242;0,169;0,15;0,659;0,078;0
"herman";0,014;0;0,049;0,043;0,316;0,078;0,066
"habitante";0,067;0,085;0,206;0;0,042;0,75;0,268
"foco";0,737;0,636;0,474;0;0,132;0,372;0,072
"emílio";0,016;0,078;0,054;0,166;0;0,084;0,072
"empréstimo";0,016;0,078;0,474;0;0;0,084;0,072
"efetivo";0,558;0,469;0,049;0,379;0,316;0,078;0,012
"diretor_geral";0,274;0,072;0;0,043;0,316;0,874;0,066
"corrigir";0,169;0,414;0,273;0,115;0,351;0,676;0,599
"comprometer";0,05;0,469;0,848;0,779;0,215;0,874;0,513
"colunista";0,021;0,092;0;0,059;0,047;0,334;0,086
"celular";0,099;0,1;0,036;0,227;0,081;0,107;0,094
"campino";0,793;0,444;0,803;0,081;0,649;0,118;0,123
"c";0;0,733;0,566;0,515;0,166;0,334;0,086
"bashar";0,014;0,072;0,049;0,043;0,034;0,078;0
"atentado";0,002;0,31;0,066;0,515;0,047;0,334;0,345
"arquivamento";0,018;0;0,068;0,053;0,148;0,003;0,079
"aposta";0,014;0,926;0,169;0,379;0,316;0,261;0
"apelo";0,05;0;0,049;0,043;0,316;0,15;0,058
"alexandre";0,558;0;0,169;0,043;0,316;0,629;0,066
"alemanha";0;0,072;0,049;0,15;0,034;0,078;0,002
"acertar";0,681;0,092;0,49;0,059;0;0,099;0,086
"ótimo";0,175;0,085;0,068;0,274;0,042;0,323;0,079
"vladimir";0,016;0,078;0,054;0,166;0,038;0,283;0
"vitória";0,499;0,738;0,228;0,204;0,166;0;0,699
"sócio";0,737;0,264;0,911;0,841;0;0,084;0,599
"sequência";0,442;0,685;0,015;0,053;0,757;0,75;0,847
"rural";0,121;0,13;0,341;0;0,262;0,469;0,123
"rex";0,016;0,078;0,054;0,048;0,038;0,084;0
"requerimento";0,018;0;0,06;0,053;0,389;0;0,079
"relembrar";0,221;0,863;0,089;0,166;0,718;0,084;0,912
"pré_candidato";0,222;0,313;0,066;0,059;0,047;0;0,086
"prender";0,499;0;0,051;0,204;0,166;0,099;0,086
"petição";0,058;0,264;0;0,166;0,012;0,283;0,072
"paulsen";0,021;0;0,066;0,204;0,431;0,099;0,086
"parlamento";0,737;0,264;0,054;0,427;0,038;0;0,167
"parceiro";0,041;0,738;0,066;0,226;0,431;0,099;0,345
"palestra";0;0,598;0,807;0,252;0,208;0,395;0,103
"ordenar";0,482;0,636;0,474;0,427;0,351;0,283;0,001
"okamotto";0,018;0;0,06;0,053;0;0,091;0,079
"né";0;0,078;0,273;0,048;0,351;0,813;0,072
"méxico";0,854;0,078;0,054;0,115;0,132;0,372;0,008
"mdb";0,737;0,863;0,054;0,048;0,038;0;0,072
"manutenção";0,222;0,002;0,954;0,226;0,851;0,099;0,293
"lidar";0,005;0,078;0,054;0,166;0,038;0,813;0
"latino";0,015;0,085;0,06;0;0,782;0,308;0,079
"jucá";0,058;0,078;0;0,048;0,132;0,122;0,072
"jinping";0,016;0,078;0,054;0,427;0,038;0,084;0
"independência";0,067;0,116;0,977;0,469;0,042;0,323;0,005
"graça";0;0,414;0,054;0,841;0,132;0,084;0,912
"gleisi";0,854;0,144;0,474;0,048;0,002;0,676;0,072
"formação";0,392;0,035;0,474;0,03;0,351;0,676;0,246
"facção";0,131;0,27;0,091;0,011;0,194;0,973;0,914
"empresarial";0,194;0,085;0,002;0,004;0,389;0,726;0,079
"dólar";0,255;0,1;0,073;0;0,018;0,107;0,094
"déficit";0,021;0,092;0,066;0;0,047;0,099;0,78
"dezena";0,708;0,037;0,308;0,28;0,162;0,126;0,571
"detalhar";0,058;0,078;0,187;0,048;0;0,676;0,599
"câmera";0;0,119;0,729;0,28;0,234;0,126;0,112
"crescente";0,854;0,078;0,054;0,115;0,038;0,283;0
"corrêa";0,078;0,018;0,954;0,204;0;0,099;0,086
"corrente";0,169;0,264;0,054;0;0,002;0,084;0,072
"comunicar";0,737;0,264;0,474;0,427;0,832;0,676;0,001
"cometido";0,169;0;0;0,166;0,038;0,084;0,072
"clima";0,006;0,794;0,073;0,566;0,186;0,62;0,712
"ciar";0,409;0,085;0,06;0,053;0,139;0,308;0
"carreira";0;0,287;0,06;0,906;0,042;0,308;0,268
"básico";0,058;0,078;0,054;0;0,038;0,676;0,072
"barbosa";0,021;0,313;0,01;0,556;0,431;0,002;0,086
"aço";0,021;0,092;0,066;0;0,047;0,779;0
"aval";0,016;0,414;0;0,841;0,038;0,084;0,072
"ambiental";0,854;0,636;0,054;0;0,718;0,084;0,246
"alternativo";0,409;0,287;0,518;0,053;0,389;0,003;0,399
"alemão";0;0,085;0,06;0,626;0,042;0,091;0,399
"valorizar";0;0,085;0,06;0,626;0,042;0,308;0,079
"usuário";0,099;0,1;0,073;0,001;0,923;0,836;0,094
"tornozeleira";0,018;0,799;0;0,053;0,042;0,091;0,079
"testar";0,021;0,092;0,066;0,204;0,047;0,099;0
"semelhante";0,768;0,116;0,518;0,053;0,389;0,726;0,032
"saldo";0,336;0,119;0,308;0,796;0;0,126;0,112
"revogar";0,194;0;0,06;0,053;0,042;0;0,268
"resumir";0,059;0,287;0,977;0,626;0,042;0,726;0,399
"reclamar";0,041;0,738;0,051;0,204;0,166;0,779;0,293
"rebater";0,442;0,026;0,556;0,053;0,139;0,75;0,079
"psb";0,021;0,092;0,228;0,204;0,047;0;0,086
"proprietário";0,067;0,287;0,206;0,184;0;0,308;0,079
"pdt";0,024;0,1;0,073;0,065;0,923;0;0,094
"patrimônio";0,067;0,799;0,068;0;0,042;0,091;0,079
"ocupado";0,059;0,004;0,556;0,184;0,042;0,091;0,648
"obrigação";0,631;0,109;0,278;0,001;0,529;0,554;0,815
"movimentação";0,015;0,085;0,518;0,184;0,008;0,308;0,268
"madrugada";0;0,733;0,228;0,059;0,047;0,275;0,293
"limitar";0,067;0,361;0,06;0,021;0,389;0,308;0,005
"leitura";0,099;0,012;0,251;0,566;0,186;0,836;0,32
"jardim";0,895;0,313;0;0,059;0,431;0,099;0,293
"interpretação";0,105;0;0,807;0,621;0,059;0,395;0,351
"indenização";0,078;0;0,228;0,204;0,108;0,099;0,086
"geraldo";0,018;0,085;0,06;0,053;0,042;0;0,079
"fundação";0,681;0,738;0,066;0,226;0,431;0,685;0,345
"finalidade";0,222;0,002;0,49;0,204;0,681;0,334;0,699
"destruição";0,768;0,085;0,206;0,089;0,042;0,091;0
"deltan";0;0,116;0,556;0,184;0,042;0,091;0,079
"dedicar";0,003;0,685;0,977;0,469;0,389;0,726;0,268
"cuidado";0,217;0,109;0,278;0,419;0,059;0;0,103
"costumar";0;0,287;0,06;0,089;0,042;0,091;0,847
"convencer";0,499;0,092;0,228;0,204;0,313;0;0,78
"consideração";0,442;0;0,206;0,626;0,148;0,308;0,268
"competência";0,194;0,026;0,977;0,004;0,042;0,75;0,079
"cogitar";0,499;0,313;0,186;0,059;0,166;0,002;0,345
"cobrir";0,562;0,341;0,251;0,049;0,003;0,107;0,32
"cientista";0;0,1;0,073;0,065;0,053;0,231;0,293
"cadeira";0,01;0,092;0,01;0,059;0,047;0,076;0,086
"bumlai";0,021;0,738;0,066;0,059;0;0,099;0,086
"avisar";0,041;0,313;0,566;0,059;0,027;0,779;0,293
"atualização";0,078;0,313;0;0,976;0,681;0,334;0,086
"atribuição";0,768;0,361;0,977;0,004;0,042;0,308;0,268
"atibaia";0,018;0,287;0,06;0,053;0;0,091;0,079
"assinatura";0,078;0,313;0,066;0,204;0,027;0;0,699
"arsenal";0,194;0,085;0,06;0,053;0,042;0,091;0
"apresentação";0,681;0,31;0,954;0,515;0,166;0,014;0,086
"angola";0,033;0,119;0,089;0,003;0;0,126;0,112
"alimento";0,024;0,1;0,073;0;0,053;0,107;0,32
"alexandrino";0,293;0,109;0,08;0,072;0;0,116;0,103
"agravar";0,442;0,685;0,206;0,089;0,042;0,097;0,135
"acionar";0,09;0,07;0;0,566;0,186;0,107;0,755
"absurdo";0,768;0,799;0,556;0,906;0,782;0,75;0,268
"visar";0,021;0,31;0,228;0;0,431;0,099;0,107
"violar";0,708;0,005;0,736;0,08;0,066;0,431;0,006
"verba";0,255;0,1;0,251;0;0,478;0,057;0,094
"terrorismo";0,336;0,919;0,089;0,28;0,066;0,431;0
"tendência";0,222;0,092;0,566;0;0,047;0,779;0,107
"surpresa";0,027;0,1;0,882;0,566;0,186;0,231;0,755
"sucessor";0,002;0,738;0,186;0,204;0,047;0,334;0,699
"secreto";0,134;0,313;0,228;0,515;0,431;0,334;0,003
"rossi";0,051;0,155;0,42;0,11;0;0,559;0,147
"retorno";0,027;0,341;0,882;0,486;0,186;0,62;0,094
"reafirmar";0,499;0,733;0,49;0,204;0,313;0,779;0,78
"quebra";0,078;0,31;0;0,515;0,681;0,099;0,086
"processar";0,593;0;0,882;0,566;0,053;0,363;0,094
"precedente";0,339;0,018;0,228;0,059;0,166;0,779;0,107
"potencial";0,021;0,738;0,566;0,067;0,047;0,685;0
"perseguição";0,071;0;0,08;0,252;0,999;0,116;0,103
"pensamento";0;0,1;0,618;0,227;0,053;0,231;0,755
"particular";0,499;0,733;0,228;0,002;0,431;0,779;0,699
"pacheco";0,121;0,406;0;0,08;0,066;0,126;0,112
"osmar";0,593;0,1;0;0,065;0,053;0,363;0,094
"oab";0,336;0;0;0,08;0,066;0,431;0,112
"nordeste";0,255;0,1;0,073;0;0,186;0,363;0,016
"mapa";0,222;0,092;0,186;0;0,047;0,685;0,086
"interessar";0,681;0,092;0,954;0,556;0,431;0,076;0,699
"inteiro";0;0,092;0,228;0,556;0,431;0,334;0,699
"importação";0,024;0,1;0,073;0;0,186;0,107;0,083
"ideológico";0,027;0,666;0,073;0,566;0,186;0,62;0,712
"horário";0,222;0,313;0,066;0,014;0,047;0,334;0
"greve";0;0,396;0,109;0,631;0,083;0,15;0,134
"globalização";0,593;0,1;0,073;0;0,053;0,107;0,016
"fux";0,024;0;0,618;0,566;0,053;0,107;0,094
"formal";0,222;0,313;0,566;0,067;0,108;0,779;0,699
"fab";0,017;0,109;0;0,252;0,208;0,116;0,103
"exame";0,024;0,666;0,618;0;0,186;0,107;0,094
"evidência";0,255;0,262;0,882;0,486;0,923;0,62;0,32
"essencial";0,982;0,794;0,073;0,009;0,053;0,231;0,712
"esplanada";0,183;0,331;0,259;0,275;0,913;0;0,322
"esconder";0,681;0,092;0,051;0,059;0,108;0,779;0,699
"energia";0,01;0,092;0,228;0,002;0,166;0,779;0,086
"edifício";0,982;0,1;0,073;0,951;0;0,107;0,32
"doutor";0,121;0,119;0,736;0,28;0;0,126;0,112
"distribuição";0,09;0,1;0,149;0,951;0,018;0,62;0,32
"devolver";0,024;0,666;0,882;0,486;0,258;0,231;0,32
"detenção";0,033;0;0,736;0,28;0,234;0,126;0,112
